2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding
28.84,25.76,22.67,25.95,29.23,34.73,40.23
13.72,10.4,7.07,7.77,8.47,12.88,17.28
28.18,26.23,24.29,27.6,30.91,35.25,39.59
62.56,63.46,64.37,68.98,73.58,75.97,78.36
28.84,42.66,56.48,60.68,64.88,72.76,80.65
29.96,28.29,26.62,21.84,17.06,15.23,13.4
45.78,46.54,47.31,50.48,53.65,38.03,22.41
52.66,48.42,44.19,39.19,34.19,29.72,25.24
98.38,98.41,98.44,94.12,89.81,87.49,85.17
88.16,85.5,82.84,73.53,64.22,69.42,74.63
56.73,64.34,71.95,71.6,71.25,70.11,68.97
75.33,75.18,75.04,58.23,41.42,48.62,55.82
83.79,84.78,85.77,86.48,87.2,87.96,88.73
52.66,48.96,45.27,35.51,25.76,28.36,30.97
65.87,72.65,79.43,73.45,67.46,68.55,69.64
44.73,45.56,46.39,42.64,38.9,52.6,66.3
60.94,63.14,65.33,68.29,71.25,57.73,44.21
39.83,47.71,55.59,51.37,47.15,41.52,35.9
56.73,54.81,52.88,46.82,40.75,30.1,19.45
75.96,75.68,75.39,71.43,67.46,68.22,68.97
36.01,40.64,45.27,46.66,48.04,46.64,45.23
7.45,6.24,5.03,5.48,5.92,6.03,6.14
54.76,62.34,69.91,61.78,53.65,43.93,34.21
6.91,7.61,8.31,6.96,5.6,9.12,12.64
28.18,33.66,39.13,53.3,67.46,69.24,71.01
54.76,57.05,59.34,57.72,56.1,66.74,77.37
86.44,83.93,81.41,72.5,63.58,41.84,20.11
32.51,32.44,32.38,27.97,23.56,19.72,15.88
65.27,61.68,58.1,54.08,50.05,48.61,47.17
56.73,72.46,88.19,86.15,84.11,84.08,84.05
50.08,45.12,40.15,39.52,38.9,60.65,82.4
99.08,98.79,98.5,94.32,90.13,91.28,92.43
57.62,60.61,63.61,73.05,82.49,85.1,87.71
89.62,82.71,75.8,66.95,58.1,56.96,55.82
70.49,68.61,66.73,64.18,61.64,65.64,69.64
10.98,7.53,4.08,5.0,5.92,9.28,12.64
69.02,65.42,61.83,60.76,59.69,60.44,61.2
73.96,67.02,60.08,59.88,59.69,58.23,56.78
60.17,61.0,61.83,65.14,68.45,77.84,87.24
59.22,60.12,61.03,58.56,56.1,51.64,47.17
79.08,78.29,77.49,78.85,80.2,78.23,76.26
96.91,95.1,93.28,85.69,78.1,82.67,87.24
45.78,44.43,43.08,37.54,32.0,29.05,26.1
92.04,85.38,78.73,79.26,79.78,79.8,79.82
96.05,96.96,97.87,94.71,91.56,83.91,76.26
80.64,74.32,68.0,66.44,64.88,66.0,67.12
58.42,57.8,57.18,66.16,75.14,82.16,89.18
65.87,51.48,37.09,27.08,17.06,31.64,46.21
71.76,54.86,37.95,41.69,45.43,46.96,48.5
61.64,64.18,66.73,67.1,67.46,68.95,70.43
52.66,57.6,62.53,53.98,45.43,37.08,28.74
40.75,40.91,41.07,50.38,59.69,62.2,64.7
78.16,71.26,64.37,69.76,75.14,62.32,49.49
83.22,79.51,75.8,81.5,87.2,86.18,85.17
65.87,63.45,61.03,60.36,59.69,58.23,56.78
84.24,84.67,85.1,77.03,68.96,69.69,70.43
75.96,77.34,78.73,83.27,87.81,75.97,64.13
90.19,88.44,86.69,78.97,71.25,74.8,78.36
81.31,73.32,65.33,58.77,52.21,58.46,64.7
84.75,81.42,78.1,75.46,72.81,73.32,73.84
23.02,23.65,24.29,22.04,19.8,20.76,21.71
80.64,79.37,78.1,72.18,66.25,49.78,33.32
80.01,55.13,30.25,28.75,27.25,41.54,55.82
43.11,47.09,51.07,60.45,69.82,68.47,67.12
79.08,73.54,68.0,62.78,57.56,47.96,38.35
92.68,84.48,76.28,61.72,47.15,55.92,64.7
45.78,46.08,46.39,43.57,40.75,23.44,6.14
52.66,57.6,62.53,60.32,58.1,65.66,73.23
22.32,17.21,12.1,11.64,11.17,10.55,9.93
80.01,80.71,81.41,66.81,52.21,35.07,17.92
77.17,74.75,72.33,69.9,67.46,60.62,53.79
55.71,58.37,61.03,53.23,45.43,41.16,36.89
52.66,60.65,68.64,67.75,66.86,64.47,62.09
32.51,31.38,30.25,31.13,32.0,35.8,39.59
11.46,11.78,12.1,11.64,11.17,11.9,12.64
23.72,51.83,79.94,87.79,95.64,63.88,32.11
20.89,14.6,8.31,7.11,5.92,5.62,5.32
11.46,10.96,10.47,10.42,10.38,7.64,4.9
6.91,7.28,7.64,7.59,7.55,7.23,6.91
84.24,83.74,83.25,87.93,92.61,84.82,77.02
38.78,41.48,44.19,50.52,56.86,53.65,50.45
36.01,35.23,34.45,32.68,30.91,27.24,23.58
77.84,76.17,74.5,78.5,82.49,82.03,81.57
29.96,32.58,35.21,35.22,35.24,46.01,56.78
0.45,0.68,0.92,2.85,4.78,6.48,8.18
58.42,63.66,68.9,54.36,39.83,43.02,46.21
51.19,55.27,59.34,59.52,59.69,56.74,53.79
27.19,29.78,32.38,35.0,37.63,31.86,26.1
77.17,73.04,68.9,53.9,38.9,43.7,48.5
84.24,70.71,57.18,56.64,56.1,58.2,60.31
78.16,66.18,54.19,47.8,41.42,62.21,83.0
37.03,33.15,29.26,31.72,34.19,37.21,40.23
37.89,37.92,37.95,31.86,25.76,22.22,18.68
24.45,22.08,19.71,25.86,32.0,33.6,35.2
81.31,48.72,16.14,8.12,0.1,4.81,9.52
97.71,97.79,97.87,93.84,89.81,89.5,89.18
67.62,73.97,80.32,86.31,92.3,95.24,98.19
37.03,32.33,27.63,30.91,34.19,47.25,60.31
31.65,33.88,36.1,36.86,37.63,33.74,29.85
29.96,27.46,24.96,25.36,25.76,40.79,55.82
62.56,73.37,84.18,82.56,80.93,86.25,91.57
44.73,43.9,43.08,35.16,27.25,28.55,29.85
86.82,89.38,91.95,92.28,92.61,91.85,91.09
23.02,21.64,20.25,15.71,11.17,9.32,7.48
26.52,21.33,16.14,16.6,17.06,16.47,15.88
33.4,32.36,31.33,30.76,30.18,35.52,40.87
14.45,17.35,20.25,19.32,18.4,18.92,19.45
68.26,75.55,82.84,75.9,68.96,73.39,77.82
86.82,87.71,88.6,92.23,95.86,97.01,98.15
34.16,31.31,28.46,35.48,42.5,39.2,35.9
0.29,0.34,0.38,0.78,1.18,2.08,2.99
30.82,25.53,20.25,29.58,38.9,37.9,36.89
67.62,68.77,69.91,69.18,68.45,70.41,72.37
47.85,58.88,69.91,68.08,66.25,67.61,68.97
50.08,53.63,57.18,58.43,59.69,66.03,72.37
40.75,47.84,54.92,63.08,71.25,64.86,58.47
48.93,57.83,66.73,66.49,66.25,50.72,35.2
82.74,87.88,93.03,95.13,97.23,97.42,97.61
18.31,9.99,1.66,1.33,0.99,0.74,0.48
25.25,25.1,24.96,27.57,30.18,30.02,29.85
53.68,67.0,80.32,80.83,81.34,55.04,28.74
85.8,82.26,78.73,81.18,83.64,75.97,68.3
34.89,34.13,33.37,33.26,33.14,40.82,48.5
95.45,94.81,94.17,91.4,88.63,90.78,92.93
46.74,51.96,57.18,54.09,51.0,57.17,63.34
4.39,6.73,9.07,11.78,14.49,18.1,21.71
11.46,12.96,14.45,26.04,37.63,59.14,80.65
28.18,29.22,30.25,30.22,30.18,29.06,27.94
55.71,60.04,64.37,71.5,78.64,76.24,73.84
53.68,47.38,41.07,38.16,35.24,38.06,40.87
31.65,29.64,27.63,27.44,27.25,30.73,34.21
3.09,2.76,2.42,2.69,2.96,3.34,3.72
40.75,39.94,39.13,29.77,20.41,25.13,29.85
43.11,52.47,61.83,60.41,58.99,57.4,55.82
67.62,72.27,76.92,79.5,82.08,80.95,79.82
17.54,23.9,30.25,34.58,38.9,41.21,43.51
32.51,31.92,31.33,40.2,49.06,53.76,58.47
9.71,9.01,8.31,7.93,7.55,8.09,8.63
54.76,56.43,58.1,56.4,54.7,57.95,61.2
74.59,73.46,72.33,66.54,60.74,50.8,40.87
2.9,4.3,5.7,6.34,6.97,8.92,10.88
29.96,24.83,19.71,19.45,19.2,16.3,13.4
9.71,10.42,11.14,13.13,15.12,17.96,20.81
1.97,1.95,1.94,1.86,1.78,1.72,1.65
41.45,48.18,54.92,55.51,56.1,58.65,61.2
54.76,52.92,51.07,56.82,62.56,63.35,64.13
19.8,23.72,27.63,25.86,24.1,29.15,34.21
63.67,63.64,63.61,66.72,69.82,68.47,67.12
50.08,55.96,61.83,58.5,55.17,48.02,40.87
85.32,83.08,80.83,83.11,85.39,85.96,86.54
44.73,45.0,45.27,44.88,44.48,43.16,41.85
85.8,88.49,91.18,92.6,94.01,91.1,88.19
54.76,54.48,54.19,56.59,58.99,51.25,43.51
10.98,11.54,12.1,8.16,4.23,3.52,2.8
61.64,59.87,58.1,69.15,80.2,82.12,84.05
41.45,36.39,31.33,31.66,32.0,44.39,56.78
99.59,99.12,98.66,98.12,97.58,98.24,98.89
59.22,61.8,64.37,64.62,64.88,61.68,58.47
18.94,20.04,21.14,22.62,24.1,26.42,28.74
29.96,35.06,40.15,45.1,50.05,54.26,58.47
23.72,25.67,27.63,31.44,35.24,41.87,48.5
37.89,48.0,58.1,70.87,83.64,82.14,80.65
62.56,68.18,73.8,76.42,79.05,77.07,75.08
11.97,20.22,28.46,28.84,29.23,33.79,38.35
21.46,20.86,20.25,30.5,40.75,39.55,38.35
77.17,71.95,66.73,60.95,55.17,51.84,48.5
1.97,1.95,1.94,1.91,1.88,2.22,2.55
58.42,59.25,60.08,46.61,33.14,30.94,28.74
1.02,0.89,0.76,0.97,1.18,1.26,1.34
47.85,53.6,59.34,57.26,55.17,51.84,48.5
1.97,2.19,2.42,2.69,2.96,3.5,4.04
25.25,26.86,28.46,28.84,29.23,28.98,28.74
75.96,82.08,88.19,85.52,82.84,78.96,75.08
18.94,26.16,33.37,38.92,44.48,52.84,61.2
32.51,37.32,42.12,46.56,51.0,50.24,49.49
46.74,47.52,48.3,49.18,50.05,48.61,47.17
14.45,17.79,21.14,25.18,29.23,32.56,35.9
1.97,2.34,2.71,3.47,4.23,4.26,4.3
4.81,4.44,4.08,4.16,4.23,4.56,4.9
37.89,42.6,47.31,47.68,48.04,45.36,42.68
51.19,52.69,54.19,50.24,46.29,46.25,46.21
21.46,22.06,22.67,28.43,34.19,38.43,42.68
75.96,72.94,69.91,70.98,72.05,72.21,72.37
32.51,29.56,26.62,26.94,27.25,37.21,47.17
60.94,57.56,54.19,60.22,66.25,68.63,71.01
84.24,83.74,83.25,85.02,86.79,84.37,81.95
19.8,23.72,27.63,31.96,36.29,39.49,42.68
28.18,25.42,22.67,22.14,21.62,24.37,27.12
7.9,7.48,7.07,5.56,4.04,4.9,5.76
39.83,40.45,41.07,38.16,35.24,44.52,53.79
44.03,42.55,41.07,49.32,57.56,60.45,63.34
19.8,16.58,13.37,15.22,17.06,21.58,26.1
11.97,16.56,21.14,20.47,19.8,25.38,30.97
14.45,14.45,14.45,16.06,17.67,20.62,23.58
61.64,58.61,55.59,66.36,77.14,81.02,84.91
9.11,11.58,14.04,18.3,22.57,23.52,24.47
51.74,54.92,58.1,57.48,56.86,60.5,64.13
89.62,94.18,98.73,97.96,97.2,97.47,97.74
95.29,95.64,95.99,94.89,93.79,92.25,90.71
13.72,15.8,17.89,17.78,17.67,27.28,36.89
51.19,49.74,48.3,50.26,52.21,57.15,62.09
69.02,69.46,69.91,65.33,60.74,63.52,66.3
28.84,27.73,26.62,28.4,30.18,34.26,38.35
28.84,27.4,25.95,25.86,25.76,31.33,36.89
88.98,88.02,87.07,89.32,91.56,92.24,92.93
36.01,35.23,34.45,34.32,34.19,33.76,33.32
51.74,59.58,67.43,75.34,83.25,85.06,86.86
28.18,20.78,13.37,15.88,18.4,24.12,29.85
44.73,32.93,21.14,21.38,21.62,29.26,36.89
62.56,59.87,57.18,41.0,24.83,25.46,26.1
44.03,40.99,37.95,40.22,42.5,46.84,51.18
14.45,14.45,14.45,16.06,17.67,19.24,20.81
69.79,69.34,68.9,68.93,68.96,66.15,63.34
47.85,48.95,50.05,49.55,49.06,42.97,36.89
69.02,70.48,71.95,69.7,67.46,71.27,75.08
19.8,20.92,22.03,25.24,28.46,29.72,30.97
34.89,28.02,21.14,20.47,19.8,21.39,22.98
58.42,62.24,66.06,69.82,73.58,70.35,67.12
76.5,78.96,81.41,81.95,82.49,82.22,81.95
44.03,47.04,50.05,45.4,40.75,42.48,44.21
2.55,2.86,3.18,2.99,2.8,3.1,3.41
51.19,56.86,62.53,64.69,66.86,69.36,71.87
30.82,32.64,34.45,34.84,35.24,36.07,36.89
5.16,5.1,5.03,5.74,6.46,7.54,8.63
18.31,20.87,23.43,20.24,17.06,15.23,13.4
16.71,18.48,20.25,20.94,21.62,22.3,22.98
23.72,23.58,23.43,21.32,19.2,27.55,35.9
71.76,69.88,68.0,69.62,71.25,72.54,73.84
88.98,87.04,85.1,84.6,84.11,86.15,88.19
3.09,5.7,8.31,7.11,5.92,5.11,4.3
18.31,19.28,20.25,23.37,26.49,32.42,38.35
39.83,45.45,51.07,51.04,51.0,47.6,44.21
37.89,41.58,45.27,46.21,47.15,44.92,42.68
44.73,47.39,50.05,41.02,32.0,30.37,28.74
68.26,70.1,71.95,71.6,71.25,74.13,77.02
37.03,32.75,28.46,32.38,36.29,30.76,25.24
86.44,84.84,83.25,82.87,82.49,76.75,71.01
30.82,32.1,33.37,35.5,37.63,37.99,38.35
20.89,19.01,17.13,17.76,18.4,24.68,30.97
31.65,33.88,36.1,36.86,37.63,28.54,19.45
63.67,56.86,50.05,43.17,36.29,29.64,22.98
64.37,62.22,60.08,58.82,57.56,61.93,66.3
7.45,7.54,7.64,9.01,10.38,16.4,22.41
30.82,30.54,30.25,28.37,26.49,23.65,20.81
85.8,81.04,76.28,73.42,70.55,73.96,77.37
34.16,33.27,32.38,27.48,22.57,27.94,33.32
62.56,65.6,68.64,68.8,68.96,73.66,78.36
32.51,32.44,32.38,29.82,27.25,28.55,29.85
56.73,57.41,58.1,58.54,58.99,54.72,50.45
37.89,43.1,48.3,48.68,49.06,48.78,48.5
71.12,70.01,68.9,73.02,77.14,77.75,78.36
72.62,76.02,79.43,77.28,75.14,77.9,80.65
1.02,0.97,0.92,1.16,1.4,1.78,2.16
24.45,25.2,25.95,25.86,25.76,26.85,27.94
59.22,64.95,70.68,69.07,67.46,63.46,59.45
6.24,9.8,13.37,11.88,10.38,8.64,6.91
62.56,63.46,64.37,64.62,64.88,69.36,73.84
65.87,66.94,68.0,67.73,67.46,65.1,62.73
38.78,39.47,40.15,38.22,36.29,38.58,40.87
23.72,25.67,27.63,35.58,43.52,43.86,44.21
33.4,28.42,23.43,32.97,42.5,49.16,55.82
59.22,57.85,56.48,57.29,58.1,59.65,61.2
52.66,48.96,45.27,48.74,52.21,59.26,66.3
50.08,49.73,49.38,56.48,63.58,64.78,65.98
7.9,8.1,8.31,8.39,8.47,8.55,8.63
37.03,48.18,59.34,68.48,77.62,74.74,71.87
21.46,24.96,28.46,30.23,32.0,29.97,27.94
10.32,9.7,9.07,8.31,7.55,10.48,13.4
36.01,35.61,35.21,34.7,34.19,33.15,32.11
37.03,34.7,32.38,32.76,33.14,36.36,39.59
62.56,63.08,63.61,69.38,75.14,72.39,69.64
72.62,70.76,68.9,70.08,71.25,73.76,76.26
33.4,33.38,33.37,32.68,32.0,30.37,28.74
28.84,31.64,34.45,35.37,36.29,29.64,22.98
29.96,41.07,52.18,63.26,74.34,74.71,75.08
65.87,62.6,59.34,60.49,61.64,55.56,49.49
10.98,10.72,10.47,11.74,13.02,11.7,10.38
42.31,43.25,44.19,43.86,43.52,44.86,46.21
44.73,46.02,47.31,47.23,47.15,38.5,29.85
53.68,44.06,34.45,42.72,51.0,58.65,66.3
30.82,32.1,33.37,33.78,34.19,35.54,36.89
16.71,24.54,32.38,29.07,25.76,37.62,49.49
64.37,70.32,76.28,82.57,88.86,88.52,88.19
61.64,64.82,68.0,68.48,68.96,67.63,66.3
45.78,53.8,61.83,68.48,75.14,70.72,66.3
43.11,44.19,45.27,44.88,44.48,52.39,60.31
66.92,71.36,75.8,72.81,69.82,62.82,55.82
13.34,12.72,12.1,11.64,11.17,11.9,12.64
17.54,19.34,21.14,21.38,21.62,23.04,24.47
65.27,63.9,62.53,65.0,67.46,60.62,53.79
46.74,49.46,52.18,44.24,36.29,28.55,20.81
60.94,58.71,56.48,60.03,63.58,64.14,64.7
34.89,33.11,31.33,29.9,28.46,29.15,29.85
51.19,50.28,49.38,42.84,36.29,47.87,59.45
32.51,31.38,30.25,30.58,30.91,31.51,32.11
77.17,70.39,63.61,67.43,71.25,82.46,93.67
25.25,28.82,32.38,30.42,28.46,33.4,38.35
34.89,35.05,35.21,41.18,47.15,44.01,40.87
69.02,66.7,64.37,57.21,50.05,47.13,44.21
34.89,40.64,46.39,43.9,41.42,35.08,28.74
75.96,72.43,68.9,73.26,77.62,76.35,75.08
37.03,47.57,58.1,60.33,62.56,70.86,79.15
6.91,6.65,6.4,8.39,10.38,8.07,5.76
65.27,63.15,61.03,61.33,61.64,52.16,42.68
38.78,40.93,43.08,49.12,55.17,55.05,54.93
37.03,40.06,43.08,46.56,50.05,47.13,44.21
63.67,64.86,66.06,71.22,76.38,78.72,81.06
60.17,65.42,70.68,71.36,72.05,69.59,67.12
52.66,47.39,42.12,39.88,37.63,40.57,43.51
65.27,58.17,51.07,55.9,60.74,61.42,62.09
11.97,14.55,17.13,17.76,18.4,18.92,19.45
65.87,67.38,68.9,71.62,74.34,69.52,64.7
69.79,70.87,71.95,71.25,70.55,68.84,67.12
25.25,24.77,24.29,25.77,27.25,25.42,23.58
48.93,51.56,54.19,57.47,60.74,61.42,62.09
47.85,52.52,57.18,50.83,44.48,40.68,36.89
41.45,45.42,49.38,54.54,59.69,52.95,46.21
53.68,51.87,50.05,40.48,30.91,34.63,38.35
18.94,17.54,16.14,14.92,13.69,13.86,14.04
51.19,56.11,61.03,68.08,75.14,73.76,72.37
17.54,21.25,24.96,25.72,26.49,26.3,26.1
21.46,18.8,16.14,14.58,13.02,11.95,10.88
20.89,17.13,13.37,14.25,15.12,20.61,26.1
23.02,32.57,42.12,40.98,39.83,32.54,25.24
4.81,4.72,4.62,5.54,6.46,9.2,11.94
11.97,11.22,10.47,12.48,14.49,18.1,21.71
4.11,4.1,4.08,4.73,5.38,5.57,5.76
6.91,7.61,8.31,9.35,10.38,12.56,14.74
41.45,37.95,34.45,29.0,23.56,21.83,20.11
13.72,13.55,13.37,11.4,9.42,10.15,10.88
59.22,50.67,42.12,35.68,29.23,26.4,23.58
13.34,13.69,14.04,12.21,10.38,9.74,9.1
27.19,33.16,39.13,37.18,35.24,34.72,34.21
21.46,26.4,31.33,34.48,37.63,24.01,10.38
30.82,34.38,37.95,33.2,28.46,29.72,30.97
48.93,41.69,34.45,33.22,32.0,52.18,72.37
34.16,31.31,28.46,37.8,47.15,47.82,48.5
19.8,25.57,31.33,29.9,28.46,31.83,35.2
27.19,29.78,32.38,30.42,28.46,32.18,35.9
23.02,23.99,24.96,31.93,38.9,42.06,45.23
1.46,1.26,1.05,0.93,0.8,0.94,1.08
23.02,22.08,21.14,18.77,16.4,15.81,15.21
66.92,69.95,72.97,61.98,51.0,46.42,41.85
20.89,16.49,12.1,13.3,14.49,11.8,9.1
41.45,42.26,43.08,45.56,48.04,54.62,61.2
36.01,34.69,33.37,37.4,41.42,41.64,41.85
13.72,12.91,12.1,12.26,12.42,12.53,12.64
18.94,29.54,40.15,41.32,42.5,51.4,60.31
38.78,36.61,34.45,37.93,41.42,46.66,51.91
34.89,37.98,41.07,47.36,53.65,52.78,51.91
29.96,27.96,25.95,16.46,6.97,4.31,1.65
46.74,45.46,44.19,37.55,30.91,29.02,27.12
61.64,59.87,58.1,55.16,52.21,57.78,63.34
10.32,10.98,11.65,9.8,7.96,7.44,6.91
33.4,33.38,33.37,32.14,30.91,24.8,18.68
25.25,25.6,25.95,22.58,19.2,16.97,14.74
10.98,15.34,19.71,21.14,22.57,28.39,34.21
23.72,19.93,16.14,15.63,15.12,18.76,22.41
47.85,47.12,46.39,35.61,24.83,24.2,23.58
22.32,32.7,43.08,38.64,34.19,36.27,38.35
19.8,18.46,17.13,13.76,10.38,7.21,4.04
19.8,20.47,21.14,25.18,29.23,33.79,38.35
28.84,28.24,27.63,33.26,38.9,29.18,19.45
19.8,17.64,15.47,17.94,20.41,18.84,17.28
21.46,22.44,23.43,21.32,19.2,17.54,15.88
48.93,42.52,36.1,35.67,35.24,29.41,23.58
5.76,5.73,5.7,9.06,12.42,19.26,26.1
1.37,1.14,0.92,0.81,0.7,0.94,1.18
28.84,26.9,24.96,20.68,16.4,18.6,20.81
45.78,46.08,46.39,43.9,41.42,49.6,57.77
24.45,25.2,25.95,37.51,49.06,55.58,62.09
52.66,59.36,66.06,62.08,58.1,52.15,46.21
7.9,8.1,8.31,7.64,6.97,6.74,6.52
11.46,15.86,20.25,17.69,15.12,15.9,16.68
44.73,47.9,51.07,54.58,58.1,63.87,69.64
10.98,12.18,13.37,11.66,9.96,10.42,10.88
18.31,19.73,21.14,21.86,22.57,14.36,6.14
28.84,31.1,33.37,32.14,30.91,33.06,35.2
21.46,25.86,30.25,33.27,36.29,38.58,40.87
25.25,24.34,23.43,20.55,17.67,15.16,12.64
54.76,59.56,64.37,56.21,48.04,43.82,39.59
8.63,8.47,8.31,15.44,22.57,21.34,20.11
41.45,38.78,36.1,38.76,41.42,44.96,48.5
42.31,39.2,36.1,29.34,22.57,25.26,27.94
69.02,68.96,68.9,61.8,54.7,45.3,35.9
16.71,14.18,11.65,9.8,7.96,9.95,11.94
23.72,23.2,22.67,27.33,32.0,36.92,41.85
17.54,24.44,31.33,25.87,20.41,20.61,20.81
58.42,58.88,59.34,59.16,58.99,46.16,33.32
39.83,44.6,49.38,45.06,40.75,44.62,48.5
9.11,14.41,19.71,15.78,11.84,15.26,18.68
20.89,23.76,26.62,34.56,42.5,42.18,41.85
10.32,11.21,12.1,11.64,11.17,11.56,11.94
37.03,39.58,42.12,39.88,37.63,39.25,40.87
28.84,22.49,16.14,11.03,5.92,9.98,14.04
52.66,52.42,52.18,42.09,32.0,30.37,28.74
28.84,24.02,19.2,14.58,9.96,8.72,7.48
8.63,8.85,9.07,9.01,8.95,9.24,9.52
48.93,48.12,47.31,41.28,35.24,25.56,15.88
0.67,1.08,1.5,2.05,2.61,3.23,3.85
0.86,0.76,0.67,0.8,0.92,1.43,1.94
30.82,26.74,22.67,18.58,14.49,12.21,9.93
40.75,38.92,37.09,44.65,52.21,44.55,36.89
46.74,48.4,50.05,55.84,61.64,52.92,44.21
32.51,30.07,27.63,32.63,37.63,44.41,51.18
51.74,44.84,37.95,37.12,36.29,43.37,50.45
10.98,12.71,14.45,15.15,15.85,12.69,9.52
30.82,30.04,29.26,21.14,13.02,14.12,15.21
65.27,65.3,65.33,59.49,53.65,46.94,40.23
44.73,40.91,37.09,35.11,33.14,37.49,41.85
34.89,37.98,41.07,42.3,43.52,36.68,29.85
2.74,2.72,2.71,8.2,13.69,15.18,16.68
18.94,20.8,22.67,22.14,21.62,20.15,18.68
32.51,31.92,31.33,35.12,38.9,38.62,38.35
29.96,29.61,29.26,33.44,37.63,34.3,30.97
82.74,82.44,82.14,77.48,72.81,73.02,73.23
65.87,48.6,31.33,31.66,32.0,34.44,36.89
57.62,55.25,52.88,50.46,48.04,37.58,27.12
44.03,44.65,45.27,49.46,53.65,62.04,70.43
38.78,34.02,29.26,38.2,47.15,46.19,45.23
69.79,73.04,76.28,80.45,84.62,78.92,73.23
65.27,65.66,66.06,60.61,55.17,55.05,54.93
28.84,24.02,19.2,16.84,14.49,22.17,29.85
59.22,57.85,56.48,61.03,65.58,48.85,32.11
95.29,93.71,92.14,91.52,90.89,91.99,93.09
84.75,83.8,82.84,87.2,91.56,91.66,91.76
51.19,54.64,58.1,55.16,52.21,50.85,49.49
56.73,52.52,48.3,40.15,32.0,56.53,81.06
54.76,50.57,46.39,46.34,46.29,54.81,63.34
54.76,51.53,48.3,42.3,36.29,32.12,27.94
30.82,36.95,43.08,51.39,59.69,62.2,64.7
46.74,41.92,37.09,29.83,22.57,50.86,79.15
61.64,59.41,57.18,61.03,64.88,63.8,62.73
51.74,52.31,52.88,52.54,52.21,49.69,47.17
90.51,88.6,86.69,75.46,64.22,77.21,90.2
53.68,58.1,62.53,65.49,68.45,63.46,58.47
36.01,41.2,46.39,51.62,56.86,40.66,24.47
6.24,6.65,7.07,8.24,9.42,10.68,11.94
32.51,43.35,54.19,43.1,32.0,29.56,27.12
85.32,87.82,90.32,93.8,97.29,94.19,91.09
10.32,12.18,14.04,15.86,17.67,15.86,14.04
55.71,56.44,57.18,62.02,66.86,60.9,54.93
6.24,6.94,7.64,8.53,9.42,11.41,13.4
9.11,8.09,7.07,7.02,6.97,8.24,9.52
43.11,40.53,37.95,36.07,34.19,43.05,51.91
11.97,15.24,18.5,20.06,21.62,21.66,21.71
30.82,33.96,37.09,44.04,51.0,57.85,64.7
71.12,74.92,78.73,80.21,81.69,72.52,63.34
1.46,6.3,11.14,7.96,4.78,2.71,0.64
10.32,13.73,17.13,14.49,11.84,6.65,1.46
33.4,47.96,62.53,72.89,83.25,76.11,68.97
65.87,74.35,82.84,84.82,86.79,83.93,81.06
25.25,16.16,7.07,16.78,26.49,28.73,30.97
36.01,45.46,54.92,52.49,50.05,54.26,58.47
25.25,30.23,35.21,41.62,48.04,43.2,38.35
5.48,3.38,1.27,0.98,0.7,1.43,2.16
70.49,60.78,51.07,39.77,28.46,37.34,46.21
36.01,46.6,57.18,63.86,70.55,64.51,58.47
30.82,34.98,39.13,40.82,42.5,37.91,33.32
44.73,52.04,59.34,67.54,75.74,73.8,71.87
3.09,3.45,3.82,3.83,3.85,3.2,2.55
17.54,16.5,15.47,17.94,20.41,31.54,42.68
44.03,50.26,56.48,48.16,39.83,36.58,33.32
73.96,59.08,44.19,44.81,45.43,55.06,64.7
74.59,73.78,72.97,75.54,78.1,77.96,77.82
62.56,63.46,64.37,62.03,59.69,56.31,52.93
38.78,40.93,43.08,44.68,46.29,34.64,22.98
36.01,44.1,52.18,57.37,62.56,56.03,49.49
80.64,78.02,75.39,77.02,78.64,69.92,61.2
37.03,34.18,31.33,33.81,36.29,43.74,51.18
25.25,28.29,31.33,30.28,29.23,27.24,25.24
17.54,18.37,19.2,21.65,24.1,26.02,27.94
61.64,53.46,45.27,50.68,56.1,48.48,40.87
43.11,47.09,51.07,51.64,52.21,42.16,32.11
9.11,7.76,6.4,6.43,6.46,5.5,4.55
19.8,18.84,17.89,22.57,27.25,28.0,28.74
33.4,36.26,39.13,45.67,52.21,48.72,45.23
73.96,70.34,66.73,72.18,77.62,78.72,79.82
55.71,58.37,61.03,63.3,65.58,67.27,68.97
34.16,38.62,43.08,50.32,57.56,64.28,71.01
24.45,26.04,27.63,28.04,28.46,28.2,27.94
67.62,66.47,65.33,69.07,72.81,76.32,79.82
56.73,51.0,45.27,52.48,59.69,49.02,38.35
50.08,50.07,50.05,34.22,18.4,26.3,34.21
66.92,63.98,61.03,61.8,62.56,60.52,58.47
59.22,68.36,77.49,74.77,72.05,58.64,45.23
42.31,35.38,28.46,26.28,24.1,29.65,35.2
59.22,60.12,61.03,67.3,73.58,80.22,86.86
46.74,48.4,50.05,52.61,55.17,61.14,67.12
4.52,4.57,4.62,5.8,6.97,9.23,11.49
37.03,36.12,35.21,24.12,13.02,12.26,11.49
58.42,60.13,61.83,69.96,78.1,78.23,78.36
43.11,42.09,41.07,42.78,44.48,44.86,45.23
59.22,46.29,33.37,32.14,30.91,27.24,23.58
37.89,41.58,45.27,49.98,54.7,53.3,51.91
