FIPS,2014 EPL_NOVEH,2015 EPL_NOVEH,2016 EPL_NOVEH,2017 EPL_NOVEH,2018 EPL_NOVEH,2019 EPL_NOVEH,2020 EPL_NOVEH
56003,10.16,9.95,9.74,9.14,8.53,11.08,13.62
56005,9.36,12.28,15.19,16.14,17.1,19.86,22.63
56007,12.0,12.3,12.61,11.84,11.08,11.82,12.57
56009,6.08,9.35,12.61,9.93,7.26,5.28,3.31
56011,0.35,1.48,2.61,5.22,7.83,5.06,2.29
56013,36.52,31.41,26.3,28.21,30.12,37.17,44.21
56015,2.55,2.58,2.61,2.04,1.46,4.32,7.19
56017,31.36,23.8,16.24,16.67,17.1,38.26,59.42
56019,27.98,30.48,32.98,59.35,85.71,51.58,17.44
56021,26.52,23.45,20.38,26.19,32.0,33.06,34.12
56023,1.05,1.16,1.27,3.78,6.3,7.84,9.39
56025,18.08,19.23,20.38,20.76,21.14,21.23,21.32
56027,65.97,61.21,56.45,34.28,12.1,15.33,18.56
56029,4.33,10.28,16.24,16.67,17.1,15.98,14.86
56031,5.48,3.94,2.39,5.46,8.53,7.18,5.82
56033,36.52,28.45,20.38,23.68,26.97,27.25,27.53
56035,0.25,0.43,0.6,1.03,1.46,1.48,1.5
56037,15.79,12.26,8.72,6.88,5.03,4.17,3.31
56039,2.04,1.91,1.78,3.4,5.03,14.5,23.97
56041,12.0,12.3,12.61,16.16,19.71,19.78,19.86
56043,69.79,63.9,58.01,47.58,37.15,33.12,29.09
56045,62.97,50.56,38.14,22.22,6.3,5.4,4.49
