FIPS,2014 EPL_UNEMP,2015 EPL_UNEMP,2016 EPL_UNEMP,2017 EPL_UNEMP,2018 EPL_UNEMP,2019 EPL_UNEMP,2020 EPL_UNEMP
27029,60.74,58.86,56.99,69.66,82.32,81.99,81.67
27031,12.86,8.91,4.97,7.66,10.35,7.24,4.14
27033,14.23,18.39,22.54,24.32,26.11,34.98,43.86
27035,42.73,30.14,17.54,13.94,10.35,19.48,28.61
27037,22.86,20.87,18.88,19.17,19.46,20.71,21.96
27039,9.04,9.07,9.11,8.85,8.6,9.39,10.18
27041,17.06,15.93,14.8,13.62,12.45,10.82,9.2
27043,14.23,11.21,8.18,11.51,14.84,18.4,21.96
27045,14.23,12.45,10.67,10.08,9.49,9.83,10.18
27047,17.06,18.81,20.57,25.89,31.21,29.91,28.61
27049,23.78,22.73,21.68,21.11,20.54,22.16,23.77
27051,16.17,17.86,19.55,22.05,24.55,37.05,49.55
27053,34.54,30.21,25.88,26.66,27.45,29.05,30.65
27055,20.25,17.53,14.8,9.83,4.87,4.87,4.87
27057,17.06,17.97,18.88,18.55,18.22,24.44,30.65
27059,42.73,41.18,39.64,37.26,34.87,38.28,41.69
27061,45.62,41.77,37.92,41.41,44.9,55.54,66.17
27063,10.54,9.83,9.11,11.4,13.69,12.84,12.0
27065,79.82,69.64,59.47,47.17,34.87,32.76,30.65
27067,25.76,19.37,12.99,12.72,12.45,18.94,25.43
27069,4.62,5.3,5.99,7.3,8.6,20.92,33.23
27071,38.81,49.14,59.47,65.2,70.92,68.54,66.17
27073,11.11,10.52,9.93,8.2,6.46,9.68,12.89
27075,19.33,17.53,15.73,23.47,31.21,22.05,12.89
27077,9.04,11.34,13.63,13.66,13.69,24.54,35.39
27079,22.86,20.2,17.54,17.88,18.22,18.36,18.49
27081,3.85,6.22,8.6,7.85,7.1,10.54,13.97
27083,12.13,14.84,17.54,17.35,17.17,16.72,16.26
27085,15.31,14.15,12.99,10.79,8.6,10.3,12.0
27087,69.91,77.65,85.39,82.55,79.71,86.32,92.93
27089,14.74,14.77,14.8,12.14,9.49,8.04,6.59
27091,12.13,10.36,8.6,13.41,18.22,29.96,41.69
27093,22.86,18.24,13.63,11.56,9.49,9.35,9.2
27095,51.74,47.71,43.68,51.11,58.54,62.36,66.17
27097,38.81,29.18,19.55,24.4,29.24,32.32,35.39
27099,28.84,32.07,35.31,34.15,32.99,24.63,16.26
27101,11.56,14.17,16.78,12.69,8.6,10.74,12.89
27103,10.54,10.6,10.67,15.07,19.46,13.72,7.99
27105,32.22,42.39,52.56,47.8,43.03,26.12,9.2
27107,15.31,12.62,9.93,12.38,14.84,32.19,49.55
27109,12.13,14.46,16.78,18.66,20.54,20.3,20.05
27111,17.06,15.93,14.8,15.98,17.17,22.89,28.61
27113,9.04,9.07,9.11,10.78,12.45,17.2,21.96
27115,51.74,48.95,46.16,45.53,44.9,58.2,71.51
27117,13.31,15.04,16.78,14.01,11.24,18.34,25.43
27119,15.31,15.06,14.8,15.98,17.17,16.72,16.26
27121,13.31,12.61,11.91,10.7,9.49,6.22,2.96
27123,44.57,44.79,45.02,42.42,39.81,41.84,43.86
27125,15.31,15.06,14.8,15.46,16.11,11.35,6.59
27127,15.31,12.99,10.67,9.22,7.77,5.76,3.76
27129,23.78,16.86,9.93,10.58,11.24,12.6,13.97
27131,26.81,22.18,17.54,19.04,20.54,37.2,53.85
27133,10.09,6.93,3.76,4.04,4.33,4.6,4.87
27135,7.04,5.4,3.76,6.18,8.6,22.0,35.39
27137,44.57,39.94,35.31,37.56,39.81,44.68,49.55
27139,18.53,16.66,14.8,15.46,16.11,15.6,15.09
27141,25.76,20.74,15.73,14.71,13.69,11.44,9.2
27143,28.02,22.4,16.78,13.56,10.35,12.16,13.97
27145,26.81,24.68,22.54,28.7,34.87,42.21,49.55
27147,28.84,23.19,17.54,21.82,26.11,25.77,25.43
27149,12.13,9.84,7.55,7.0,6.46,7.83,9.2
27151,11.11,10.11,9.11,9.73,10.35,14.42,18.49
27153,26.81,22.18,17.54,15.0,12.45,23.92,35.39
27155,4.27,11.58,18.88,15.06,11.24,26.46,41.69
27157,14.74,12.34,9.93,12.38,14.84,20.14,25.43
27159,17.77,22.48,27.19,34.42,41.66,60.38,79.09
27161,18.53,20.1,21.68,20.57,19.46,21.62,23.77
27163,19.33,17.07,14.8,14.24,13.69,14.98,16.26
27165,11.11,8.55,5.99,7.3,8.6,14.32,20.05
27167,5.7,4.6,3.5,3.07,2.64,22.17,41.69
27169,48.2,41.21,34.22,28.05,21.88,20.18,18.49
27171,20.25,19.56,18.88,16.86,14.84,13.42,12.0
27173,7.48,7.83,8.18,10.32,12.45,9.04,5.63
28001,76.5,80.94,85.39,89.54,93.69,93.68,93.67
28003,74.91,68.48,62.05,75.28,88.5,80.71,72.92
28005,93.98,90.99,88.0,86.34,84.68,83.6,82.53
28007,92.23,91.88,91.53,93.2,94.87,89.35,83.83
28009,96.47,96.52,96.56,91.92,87.29,49.24,11.2
28011,97.13,97.21,97.29,96.08,94.87,89.86,84.85
28013,71.89,77.24,82.59,79.21,75.83,49.8,23.77
28015,87.68,81.64,75.61,84.35,93.09,89.96,86.82
28017,86.66,88.27,89.88,72.34,54.81,41.01,27.21
28019,95.38,95.68,95.99,92.47,88.95,91.72,94.49
28021,98.15,98.87,99.59,99.26,98.92,98.03,97.14
28023,85.9,86.95,88.0,86.34,84.68,80.09,75.49
28025,97.96,97.26,96.56,96.37,96.18,93.94,91.69
28027,98.95,99.28,99.62,99.58,99.55,98.82,98.09
28029,95.61,96.62,97.64,96.4,95.16,90.0,84.85
28031,86.66,91.23,95.8,94.64,93.47,77.45,61.43
28033,48.2,48.22,48.23,51.52,54.81,49.34,43.86
28035,91.05,92.82,94.59,94.24,93.89,88.86,83.83
28037,82.87,83.81,84.75,75.1,65.45,36.02,6.59
28039,69.02,71.78,74.53,82.87,91.21,94.88,98.54
28041,91.72,89.35,86.98,88.76,90.54,95.06,99.59
28043,78.13,79.93,81.73,77.03,72.32,65.12,57.92
28045,78.13,76.33,74.53,79.6,84.68,78.1,71.51
28047,65.46,73.6,81.73,87.13,92.52,92.3,92.08
28049,75.68,81.55,87.42,89.8,92.17,93.1,94.02
28051,99.2,99.26,99.33,99.56,99.78,99.59,99.4
28053,99.97,99.89,99.81,99.74,99.68,99.46,99.24
28055,97.13,92.84,88.54,93.26,97.99,96.24,94.49
28057,68.04,61.78,55.52,41.49,27.45,15.61,3.76
28059,70.77,72.24,73.7,79.19,84.68,89.35,94.02
28061,28.02,36.52,45.02,51.78,58.54,44.6,30.65
28063,97.74,95.49,93.25,86.1,78.95,87.01,95.07
28065,93.47,95.49,97.52,95.49,93.47,87.09,80.71
28067,43.52,51.5,59.47,62.46,65.45,56.44,47.42
28069,82.36,80.84,79.31,75.82,72.32,85.86,99.4
28071,66.35,61.67,56.99,63.96,70.92,52.08,33.23
28073,36.55,54.09,71.63,82.25,92.87,93.27,93.67
28075,75.68,76.19,76.7,73.19,69.68,59.61,49.55
28077,71.89,78.64,85.39,87.17,88.95,93.74,98.54
28079,85.9,84.98,84.05,89.9,95.76,92.96,90.17
28081,34.54,43.55,52.56,59.0,65.45,64.12,62.79
28083,97.87,96.84,95.8,95.99,96.18,96.91,97.64
28085,32.22,49.11,66.0,71.95,77.9,67.91,57.92
28087,93.47,92.64,91.82,91.18,90.54,89.06,87.59
28089,17.77,24.68,31.58,35.7,39.81,39.47,39.12
28091,79.05,76.79,74.53,74.0,73.47,83.98,94.49
28093,76.5,67.99,59.47,63.89,68.31,69.91,71.51
28095,85.42,82.74,80.07,72.76,65.45,75.94,86.44
28097,64.02,66.69,69.37,81.86,94.36,91.84,89.31
28099,79.05,74.21,69.37,78.33,87.29,90.48,93.67
28101,61.99,70.25,78.51,75.41,72.32,50.46,28.61
28103,98.73,98.25,97.77,95.83,93.89,95.46,97.04
28105,92.71,91.47,90.23,91.85,93.47,92.22,90.96
28107,88.19,83.35,78.51,77.17,75.83,82.57,89.31
28109,83.25,87.24,91.24,88.68,86.11,77.41,68.71
28111,89.37,88.18,86.98,78.95,70.92,77.09,83.26
28113,72.78,76.42,80.07,78.98,77.9,80.22,82.53
28115,41.39,46.98,52.56,64.2,75.83,48.9,21.96
28117,78.13,77.82,77.52,76.68,75.83,58.76,41.69
28119,98.85,99.34,99.84,99.89,99.94,99.7,99.46
28121,22.86,23.94,25.02,26.23,27.45,36.53,45.61
28123,88.19,90.86,93.54,87.93,82.32,82.79,83.26
28125,99.62,99.68,99.75,99.52,99.3,97.87,96.44
28127,76.5,82.52,88.54,86.61,84.68,83.18,81.67
28129,14.23,13.93,13.63,15.4,17.17,29.43,41.69
28131,90.29,80.32,70.36,54.37,38.38,58.74,79.09
28133,99.52,99.48,99.43,99.28,99.14,98.2,97.26
28135,88.98,92.66,96.34,97.28,98.22,97.4,96.59
28137,72.78,70.46,68.13,73.92,79.71,69.71,59.71
28139,88.19,88.1,88.0,84.26,80.51,76.01,71.51
28141,86.37,85.56,84.75,88.64,92.52,67.1,41.69
28143,82.87,86.38,89.88,92.38,94.87,92.09,89.31
28145,72.78,74.74,76.7,70.23,63.76,61.73,59.71
28147,70.77,71.2,71.63,66.85,62.07,53.84,45.61
28149,64.02,59.77,55.52,65.68,75.83,77.46,79.09
28151,99.65,99.54,99.43,99.02,98.6,97.28,95.96
28153,77.3,80.32,83.35,87.28,91.21,94.03,96.85
28155,92.04,88.4,84.75,63.89,43.03,55.87,68.71
28157,83.25,83.3,83.35,89.48,95.61,91.22,86.82
28159,95.8,93.66,91.53,88.1,84.68,87.42,90.17
28161,19.33,23.26,27.19,29.2,31.21,55.15,79.09
28163,99.46,99.22,98.98,98.72,98.47,98.36,98.25
29001,28.02,36.52,45.02,56.0,66.97,65.69,64.42
29003,36.55,27.72,18.88,16.86,14.84,22.74,30.65
29005,14.74,14.18,13.63,14.87,16.11,19.04,21.96
29007,52.88,58.77,64.66,69.73,74.81,63.26,51.72
29009,84.37,86.46,88.54,62.44,36.34,27.42,18.49
29011,33.43,33.83,34.22,44.52,54.81,66.95,79.09
29013,56.45,44.72,32.98,32.1,31.21,41.46,51.72
29015,50.72,67.04,83.35,84.02,84.68,83.97,83.26
29017,15.31,17.1,18.88,25.94,32.99,47.21,61.43
29019,20.25,20.41,20.57,24.9,29.24,25.6,21.96
29021,52.88,48.95,45.02,44.03,43.03,46.29,49.55
29023,54.09,67.91,81.73,86.47,91.21,85.96,80.71
29025,28.02,23.45,18.88,13.32,7.77,12.6,17.44
29027,30.25,31.62,32.98,24.54,16.11,40.26,64.42
29029,56.45,65.49,74.53,70.75,66.97,55.41,43.86
29031,37.76,37.26,36.77,39.9,43.03,41.08,39.12
29033,54.09,63.5,72.91,80.1,87.29,80.1,72.92
29035,72.78,76.94,81.09,77.95,74.81,51.01,27.21
29037,40.08,37.15,34.22,31.73,29.24,33.44,37.65
29039,73.96,79.36,84.75,87.12,89.49,68.46,47.42
29041,10.09,11.0,11.91,13.38,14.84,14.96,15.09
29043,33.43,37.92,42.41,35.82,29.24,26.51,23.77
29045,13.31,16.1,18.88,19.17,19.46,17.28,15.09
29047,31.01,29.1,27.19,25.87,24.55,28.89,33.23
29049,41.39,33.2,25.02,33.34,41.66,31.81,21.96
29051,14.74,19.88,25.02,25.56,26.11,27.36,28.61
29053,37.76,33.97,30.18,33.26,36.34,50.38,64.42
29055,79.82,86.54,93.25,93.57,93.89,90.35,86.82
29057,35.5,51.82,68.13,77.71,87.29,89.68,92.08
29059,93.7,91.44,89.18,66.1,43.03,38.13,33.23
29061,24.86,23.27,21.68,18.26,14.84,11.42,7.99
29063,30.25,30.92,31.58,21.41,11.24,8.74,6.24
29065,64.02,65.58,67.14,66.29,65.45,60.65,55.86
29067,64.02,56.79,49.57,55.82,62.07,48.73,35.39
29069,66.35,65.5,64.66,72.18,79.71,82.79,85.87
29071,52.88,44.82,36.77,33.01,29.24,34.18,39.12
29073,41.39,33.64,25.88,16.49,7.1,6.36,5.63
29075,38.81,35.2,31.58,25.52,19.46,16.18,12.89
29077,42.73,39.02,35.31,33.26,31.21,32.22,33.23
29079,18.53,19.04,19.55,18.89,18.22,31.92,45.61
29081,31.01,21.14,11.27,22.13,32.99,25.74,18.49
29083,45.62,48.39,51.16,59.06,66.97,64.2,61.43
29085,89.37,90.8,92.23,79.6,66.97,80.1,93.22
29087,18.53,19.04,19.55,22.05,24.55,18.27,12.0
29089,37.76,29.16,20.57,24.01,27.45,20.71,13.97
29091,48.2,48.88,49.57,41.28,32.99,36.06,39.12
29093,84.97,85.65,86.34,81.08,75.83,67.77,59.71
29095,55.21,51.72,48.23,45.63,43.03,46.29,49.55
29097,41.39,39.65,37.92,42.42,46.91,48.23,49.55
29099,59.82,58.98,58.13,55.78,53.44,50.43,47.42
29101,52.88,54.94,56.99,50.01,43.03,43.44,43.86
29103,31.01,35.32,39.64,54.66,69.68,54.4,39.12
29105,63.01,66.68,70.36,71.34,72.32,73.9,75.49
29107,45.62,39.92,34.22,32.71,31.21,22.59,13.97
29109,55.21,53.89,52.56,57.32,62.07,74.83,87.59
29111,33.43,27.98,22.54,15.57,8.6,33.26,57.92
29113,85.42,76.28,67.14,47.3,27.45,30.34,33.23
29115,21.11,16.51,11.91,11.13,10.35,8.3,6.24
29117,19.33,18.44,17.54,12.0,6.46,8.32,10.18
29119,56.45,47.18,37.92,34.56,31.21,34.43,37.65
29121,50.72,61.18,71.63,55.0,38.38,41.12,43.86
29123,88.19,63.92,39.64,32.88,26.11,32.62,39.12
29125,73.96,76.24,78.51,75.41,72.32,74.6,76.89
29127,33.43,35.68,37.92,41.41,44.9,36.76,28.61
29129,45.62,33.1,20.57,14.17,7.77,15.77,23.77
29131,68.04,58.8,49.57,53.13,56.69,62.7,68.71
29133,92.23,90.7,89.18,83.54,77.9,84.04,90.17
29135,36.55,28.56,20.57,32.74,44.9,39.06,33.23
29137,26.81,30.52,34.22,28.78,23.34,14.79,6.24
29139,76.5,67.32,58.13,41.34,24.55,17.88,11.2
29141,92.23,86.66,81.09,51.48,21.88,27.55,33.23
29143,65.46,78.64,91.82,89.92,88.03,83.04,78.04
29145,33.43,35.1,36.77,30.66,24.55,37.05,49.55
29147,35.5,32.84,30.18,26.76,23.34,17.27,11.2
29149,58.8,45.19,31.58,22.02,12.45,22.84,33.23
29151,6.08,6.82,7.55,7.32,7.1,5.62,4.14
29153,85.9,83.82,81.73,78.27,74.81,56.23,37.65
29155,74.91,82.74,90.58,91.84,93.09,95.34,97.58
29157,10.54,14.04,17.54,19.71,21.88,30.5,39.12
29159,26.81,35.92,45.02,50.86,56.69,52.05,47.42
29161,47.06,44.0,40.94,50.63,60.32,51.0,41.69
29163,37.76,35.37,32.98,32.98,32.99,39.3,45.61
29165,23.78,22.18,20.57,20.56,20.54,20.3,20.05
29167,70.77,73.19,75.61,57.71,39.81,25.0,10.18
29169,92.23,90.7,89.18,88.84,88.5,67.96,47.42
29171,7.04,6.52,5.99,22.9,39.81,50.62,61.43
29173,21.11,33.64,46.16,39.58,32.99,44.42,55.86
29175,54.09,56.78,59.47,56.46,53.44,46.28,39.12
29177,57.59,61.8,66.0,53.83,41.66,30.86,20.05
29179,91.05,82.79,74.53,72.1,69.68,78.84,88.0
29181,86.66,75.66,64.66,67.79,70.92,61.32,51.72
29183,25.76,21.27,16.78,16.44,16.11,15.6,15.09
29185,72.78,72.84,72.91,49.51,26.11,24.04,21.96
29186,28.02,23.45,18.88,24.06,29.24,35.47,41.69
29187,64.02,60.5,56.99,55.21,53.44,45.54,37.65
29189,48.2,48.22,48.23,46.56,44.9,43.3,41.69
29195,26.81,24.68,22.54,22.94,23.34,18.66,13.97
29197,51.74,44.83,37.92,31.24,24.55,14.34,4.14
29199,7.48,15.58,23.69,32.67,41.66,24.51,7.35
29201,38.81,41.24,43.68,44.29,44.9,36.76,28.61
29203,68.04,69.2,70.36,67.06,63.76,49.58,35.39
29205,35.5,35.4,35.31,26.24,17.17,11.02,4.87
29207,63.01,64.5,66.0,60.4,54.81,56.36,57.92
29209,74.91,71.52,68.13,68.9,69.68,78.25,86.82
29211,24.86,19.83,14.8,14.24,13.69,10.52,7.35
29213,81.76,70.62,59.47,57.14,54.81,48.25,41.69
29215,47.06,52.6,58.13,74.11,90.1,82.8,75.49
29217,19.33,19.95,20.57,20.56,20.54,24.58,28.61
29219,71.89,59.02,46.16,49.8,53.44,42.04,30.65
29221,94.62,92.25,89.88,89.68,89.49,86.38,83.26
29223,65.46,71.49,77.52,83.51,89.49,88.74,88.0
29225,45.62,39.3,32.98,34.66,36.34,45.1,53.85
29227,17.77,17.28,16.78,20.06,23.34,14.96,6.59
29229,65.46,71.49,77.52,80.46,83.41,78.8,74.19
29510,93.0,90.5,88.0,86.7,85.41,75.79,66.17
30001,26.81,38.98,51.16,36.52,21.88,20.18,18.49
30003,99.4,99.02,98.63,98.23,97.83,98.39,98.95
30005,77.3,87.18,97.07,97.86,98.66,98.68,98.7
30007,12.86,22.92,32.98,46.65,60.32,78.14,95.96
30009,9.65,10.78,11.91,16.23,20.54,31.12,41.69
30011,0.83,3.41,5.99,5.62,5.25,6.62,7.99
30013,19.33,22.18,25.02,25.56,26.11,25.77,25.43
30015,10.09,10.01,9.93,10.58,11.24,22.24,33.23
30017,8.05,6.08,4.11,4.49,4.87,12.46,20.05
30019,5.35,4.42,3.5,3.4,3.31,3.14,2.96
30021,2.55,3.33,4.11,3.58,3.06,7.13,11.2
30023,38.81,25.36,11.91,12.18,12.45,18.94,25.43
30025,7.04,7.07,7.1,6.42,5.73,3.16,0.6
30027,7.04,7.3,7.55,7.0,6.46,10.78,15.09
30029,49.38,47.2,45.02,32.78,20.54,25.6,30.65
30031,28.02,28.2,28.37,22.24,16.11,12.66,9.2
30033,0.13,0.06,0.0,0.0,0.0,0.0,0.0
30035,96.24,92.71,89.18,84.06,78.95,76.57,74.19
30037,8.63,6.96,5.28,12.37,19.46,13.4,7.35
30039,55.21,56.67,58.13,44.67,31.21,27.49,23.77
30041,12.13,20.25,28.37,46.06,63.76,69.62,75.49
30043,26.81,33.88,40.94,39.66,38.38,29.22,20.05
30045,11.56,9.33,7.1,10.97,14.84,11.42,7.99
30047,78.13,76.33,74.53,67.42,60.32,63.24,66.17
30049,20.25,17.99,15.73,14.71,13.69,17.82,21.96
30051,14.23,22.91,31.58,16.16,0.73,0.36,0.0
30053,89.88,91.06,92.23,93.5,94.78,92.3,89.82
30055,0.73,0.73,0.73,0.6,0.48,2.31,4.14
30057,16.17,15.95,15.73,15.92,16.11,15.04,13.97
30059,10.09,8.82,7.55,5.6,3.66,2.48,1.3
30061,94.94,73.05,51.16,61.04,70.92,73.9,76.89
30063,58.8,55.68,52.56,40.9,29.24,39.4,49.55
30065,11.56,23.44,35.31,48.69,62.07,71.87,81.67
30067,37.76,26.28,14.8,12.58,10.35,7.99,5.63
30069,22.86,18.24,13.63,13.04,12.45,17.2,21.96
30071,13.59,35.29,56.99,64.66,72.32,68.37,64.42
30073,35.5,53.56,71.63,71.97,72.32,82.0,91.69
30075,18.53,18.04,17.54,9.95,2.36,1.94,1.53
30077,4.62,3.2,1.78,1.46,1.15,1.78,2.42
30079,43.52,47.34,51.16,43.75,36.34,22.17,7.99
30081,60.74,61.4,62.05,59.37,56.69,60.56,64.42
30083,4.93,5.1,5.28,6.19,7.1,8.64,10.18
30085,9.04,24.99,40.94,68.94,96.94,96.9,96.85
30087,68.04,74.89,81.73,82.02,82.32,74.24,66.17
30089,71.89,75.6,79.31,82.71,86.11,68.91,51.72
30091,5.35,5.46,5.57,7.96,10.35,9.17,7.99
30093,36.55,44.56,52.56,47.11,41.66,49.79,57.92
30095,11.11,12.05,12.99,18.16,23.34,30.5,37.65
30097,5.7,3.04,0.38,0.7,1.02,1.72,2.42
30099,21.11,26.35,31.58,17.76,3.95,3.3,2.64
30101,3.09,2.02,0.96,1.06,1.15,7.56,13.97
30103,0.54,0.27,0.0,0.0,0.0,1.21,2.42
30105,10.54,15.56,20.57,36.14,51.72,60.94,70.15
30107,12.86,9.72,6.59,11.88,17.17,10.46,3.76
30109,2.55,4.27,5.99,5.62,5.25,3.07,0.89
30111,12.86,12.38,11.91,14.54,17.17,18.61,20.05
31001,31.01,30.6,30.18,23.14,16.11,12.66,9.2
31003,2.07,2.31,2.55,3.71,4.87,5.25,5.63
31005,3.09,7.5,11.91,6.65,1.4,1.14,0.89
31007,31.01,44.0,56.99,29.46,1.94,2.69,3.44
31009,0.19,0.57,0.96,0.48,0.0,0.0,0.0
31011,4.62,3.2,1.78,2.72,3.66,3.31,2.96
31013,13.31,15.04,16.78,30.84,44.9,46.16,47.42
31015,0.83,0.9,0.96,2.01,3.06,3.6,4.14
31017,0.45,0.42,0.38,0.59,0.8,1.24,1.69
31019,10.54,9.83,9.11,10.78,12.45,12.67,12.89
31021,3.09,4.84,6.59,8.92,11.24,25.18,39.12
31023,10.54,15.04,19.55,16.62,13.69,8.57,3.44
31025,12.13,11.4,10.67,11.56,12.45,12.22,12.0
31027,3.37,2.96,2.55,2.24,1.94,3.04,4.14
31029,0.57,1.18,1.78,4.78,7.77,14.86,21.96
31031,10.09,7.36,4.62,3.96,3.31,1.95,0.6
31033,3.85,4.41,4.97,7.66,10.35,11.18,12.0
31035,8.63,7.61,6.59,13.02,19.46,18.98,18.49
31037,41.39,35.78,30.18,22.51,14.84,9.49,4.14
31039,4.27,4.78,5.28,11.75,18.22,16.1,13.97
31041,2.36,3.49,4.62,7.93,11.24,8.44,5.63
31043,36.55,43.06,49.57,49.16,48.76,41.0,33.23
31045,5.7,4.38,3.06,2.5,1.94,3.4,4.87
31047,22.03,21.86,21.68,21.11,20.54,22.98,25.43
31049,5.35,13.51,21.68,30.03,38.38,35.8,33.23
31051,17.06,13.5,9.93,13.02,16.11,10.87,5.63
31053,32.22,24.88,17.54,26.2,34.87,38.28,41.69
31055,28.84,26.26,23.69,25.57,27.45,30.34,33.23
31057,11.11,11.51,11.91,7.61,3.31,2.78,2.26
31059,2.96,4.47,5.99,5.62,5.25,3.47,1.69
31061,9.65,9.79,9.93,6.62,3.31,2.02,0.73
31063,5.35,5.46,5.57,13.72,21.88,35.71,49.55
31065,11.56,11.74,11.91,8.58,5.25,3.94,2.64
31067,11.56,11.42,11.27,14.22,17.17,11.88,6.59
31069,8.63,6.62,4.62,3.63,2.64,4.44,6.24
31071,14.74,11.14,7.55,4.0,0.45,0.59,0.73
31073,32.22,26.4,20.57,15.9,11.24,7.1,2.96
31075,8.05,15.87,23.69,26.46,29.24,15.59,1.94
31077,4.62,3.34,2.07,2.36,2.64,2.64,2.64
31079,28.02,28.2,28.37,30.68,32.99,31.82,30.65
31081,4.62,4.19,3.76,5.76,7.77,12.6,17.44
31083,4.93,4.0,3.06,2.85,2.64,2.53,2.42
31085,2.23,2.31,2.39,1.9,1.4,1.14,0.89
31087,10.54,8.57,6.59,16.35,26.11,15.49,4.87
31089,1.11,1.27,1.43,1.51,1.59,1.92,2.26
31091,4.62,3.84,3.06,1.83,0.61,6.3,12.0
31093,16.17,12.64,9.11,12.61,16.11,18.08,20.05
31095,25.76,17.18,8.6,6.13,3.66,3.9,4.14
31097,9.65,9.38,9.11,6.99,4.87,7.52,10.18
31099,14.23,12.75,11.27,10.81,10.35,8.85,7.35
31101,7.48,11.14,14.8,17.67,20.54,22.98,25.43
31103,0.13,0.36,0.6,0.3,0.0,0.0,0.0
31105,24.86,27.52,30.18,53.72,77.26,77.08,76.89
31107,11.56,9.56,7.55,11.2,14.84,18.4,21.96
31109,23.78,21.33,18.88,18.02,17.17,18.61,20.05
31111,13.59,10.88,8.18,8.83,9.49,14.77,20.05
31113,1.11,0.92,0.73,0.36,0.0,0.34,0.67
31115,0.0,0.12,0.25,0.57,0.89,0.44,0.0
31117,1.37,0.68,0.0,0.0,0.0,0.0,0.0
31119,8.63,8.4,8.18,10.32,12.45,14.94,17.44
31121,16.17,22.27,28.37,18.93,9.49,7.18,4.87
31123,16.17,13.42,10.67,31.2,51.72,54.82,57.92
31125,7.48,8.04,8.6,12.35,16.11,25.75,35.39
31127,55.21,50.11,45.02,39.01,32.99,47.21,61.43
31129,6.08,6.59,7.1,4.87,2.64,3.76,4.87
31131,17.06,15.02,12.99,11.67,10.35,11.18,12.0
31133,26.81,17.18,7.55,11.83,16.11,27.62,39.12
31135,1.56,2.31,3.06,2.33,1.59,1.56,1.53
31137,1.11,1.19,1.27,1.08,0.89,1.1,1.3
31139,13.59,14.19,14.8,10.63,6.46,12.48,18.49
31141,15.31,17.94,20.57,21.22,21.88,14.93,7.99
31143,4.93,9.28,13.63,30.27,46.91,54.85,62.79
31145,21.11,23.06,25.02,19.93,14.84,31.13,47.42
31147,21.11,20.84,20.57,18.87,17.17,20.47,23.77
31149,2.55,2.31,2.07,1.34,0.61,1.52,2.42
31151,17.77,13.85,9.93,11.81,13.69,11.44,9.2
31153,16.17,14.04,11.91,12.18,12.45,14.94,17.44
31155,8.05,7.58,7.1,7.1,7.1,6.67,6.24
31157,22.86,25.62,28.37,35.7,43.03,42.36,41.69
31159,11.56,11.12,10.67,7.96,5.25,7.22,9.2
31161,2.55,3.16,3.76,5.43,7.1,5.43,3.76
31163,7.48,5.8,4.11,4.03,3.95,11.22,18.49
31165,1.56,0.78,0.0,0.8,1.59,6.4,11.2
31167,3.85,6.48,9.11,10.18,11.24,9.62,7.99
31169,1.11,1.34,1.56,1.58,1.59,2.86,4.14
31171,0.25,1.4,2.55,3.1,3.66,4.95,6.24
31173,95.38,96.7,98.03,98.25,98.47,98.22,97.96
31175,0.83,1.69,2.55,3.1,3.66,2.68,1.69
31177,1.91,1.85,1.78,4.44,7.1,8.64,10.18
31179,12.86,8.74,4.62,4.47,4.33,10.29,16.26
31181,13.59,10.57,7.55,7.32,7.1,6.36,5.63
31183,5.7,3.1,0.51,0.56,0.61,0.3,0.0
31185,3.09,2.33,1.56,6.4,11.24,13.16,15.09
32001,88.19,90.38,92.58,84.2,75.83,72.27,68.71
32003,84.37,83.05,81.73,78.78,75.83,78.75,81.67
32005,63.01,61.24,59.47,52.18,44.9,39.06,33.23
32007,17.77,20.73,23.69,28.34,32.99,35.32,37.65
32009,95.8,93.66,91.53,47.74,3.95,9.52,15.09
32011,10.09,11.54,12.99,6.49,0.0,0.0,0.0
32013,68.04,65.04,62.05,54.48,46.91,37.06,27.21
32015,85.9,75.28,64.66,77.94,91.21,92.44,93.67
32017,94.21,85.86,77.52,86.34,95.16,74.5,53.85
32019,95.8,94.36,92.93,90.48,88.03,88.32,88.61
32021,96.47,96.06,95.64,97.02,98.41,98.33,98.25
32023,95.38,96.14,96.91,94.33,91.75,91.72,91.69
32027,81.31,45.99,10.67,42.07,73.47,82.78,92.08
32029,88.98,52.36,15.73,22.48,29.24,27.33,25.43
32031,73.96,69.98,66.0,58.86,51.72,53.79,55.86
32033,73.96,69.31,64.66,43.27,21.88,16.03,10.18
32510,93.98,87.54,81.09,71.58,62.07,52.96,43.86
33001,23.78,24.83,25.88,31.11,36.34,31.78,27.21
33003,26.81,26.34,25.88,22.67,19.46,40.44,61.43
33005,44.57,34.8,25.02,23.45,21.88,25.24,28.61
33007,38.81,43.52,48.23,49.98,51.72,51.72,51.72
33009,17.77,19.17,20.57,18.87,17.17,15.57,13.97
33011,31.01,29.1,27.19,28.22,29.24,29.94,30.65
33013,23.78,23.16,22.54,22.94,23.34,22.65,21.96
33015,25.76,24.72,23.69,22.12,20.54,20.3,20.05
33017,32.22,31.9,31.58,28.84,26.11,29.67,33.23
33019,31.01,25.28,19.55,20.05,20.54,15.36,10.18
34001,87.68,90.3,92.93,92.72,92.52,92.1,91.69
34003,37.76,36.54,35.31,34.15,32.99,38.42,43.86
