FIPS,2014 EPL_CROWD,2015 EPL_CROWD,2016 EPL_CROWD,2017 EPL_CROWD,2018 EPL_CROWD,2019 EPL_CROWD,2020 EPL_CROWD,2021 EPL_CROWD,2022 EPL_CROWD
45075,64.5,56.48,48.46,48.32,48.17,47.8,47.42,54.12,60.83
45077,32.12,38.28,44.44,42.5,40.56,36.2,31.83,31.9,31.98
45079,36.77,38.14,39.51,38.27,37.03,40.33,43.63,47.25,50.87
45081,70.23,49.04,27.86,38.02,48.17,71.22,94.27,92.82,91.38
45083,60.59,60.89,61.19,63.7,66.22,68.22,70.21,66.9,63.6
45085,72.75,71.32,69.88,69.26,68.64,59.48,50.32,46.72,43.11
45087,21.3,26.02,30.75,39.46,48.17,57.8,67.44,65.52,63.6
45089,56.13,55.89,55.65,63.15,70.65,76.88,83.1,82.13,81.16
45091,34.26,33.15,32.03,32.81,33.59,34.8,36.0,39.55,43.11
46003,34.7,24.98,15.25,18.64,22.03,18.05,14.07,9.06,4.04
46005,90.67,91.4,92.14,91.85,91.56,91.22,90.87,90.58,90.3
46007,99.62,99.58,99.55,99.3,99.04,98.72,98.41,97.98,97.55
46009,39.03,38.32,37.6,28.24,18.88,11.38,3.88,6.68,9.48
46011,5.41,9.56,13.72,12.98,12.23,11.67,11.11,11.52,11.93
46013,18.47,21.22,23.97,26.8,29.64,20.38,11.11,12.95,14.79
46015,70.3,69.06,67.81,43.34,18.88,10.44,2.01,2.26,2.51
46017,99.78,99.7,99.62,99.43,99.24,99.36,99.49,99.3,99.11
46019,2.99,6.88,10.76,18.4,26.04,49.2,72.37,76.05,79.73
46021,2.45,4.08,5.7,13.86,22.03,24.81,27.59,27.62,27.65
46023,90.99,87.04,83.09,80.56,78.03,77.6,77.18,84.74,92.3
46025,45.21,38.18,31.14,30.39,29.64,24.8,19.96,28.02,36.08
46027,11.94,9.33,6.72,4.03,1.34,38.44,75.53,81.37,87.21
46029,53.14,59.74,66.35,59.08,51.8,58.32,64.83,62.83,60.83
46031,98.98,98.84,98.69,98.2,97.71,97.62,97.52,97.78,98.03
46033,28.24,25.76,23.27,26.46,29.64,49.92,70.21,69.36,68.5
46035,1.31,5.18,9.04,8.42,7.8,5.84,3.88,3.96,4.04
46037,34.19,18.22,2.26,1.99,1.72,1.86,2.01,3.79,5.57
46039,7.2,7.15,7.1,25.83,44.57,40.28,36.0,21.61,7.22
46041,99.01,98.78,98.54,98.64,98.73,98.78,98.82,98.56,98.31
46043,5.44,8.85,12.26,35.14,58.01,64.11,70.21,79.71,89.21
46045,1.69,2.4,3.12,2.7,2.29,1.14,0.0,2.02,4.04
46047,11.59,13.62,15.66,13.94,12.23,13.15,14.07,7.03,0.0
46049,75.01,39.68,4.36,2.18,0.0,1.53,3.06,15.36,27.65
46051,17.77,10.82,3.88,3.09,2.29,17.06,31.83,42.99,54.15
46053,58.42,53.25,48.07,48.12,48.17,42.08,36.0,36.04,36.08
46055,35.75,21.84,7.93,6.8,5.67,2.84,0.0,0.0,0.0
46057,92.93,79.02,65.11,62.8,60.49,61.45,62.41,63.0,63.6
46059,10.98,9.42,7.86,5.08,2.29,3.09,3.88,3.52,3.15
46061,18.59,12.91,7.23,4.76,2.29,2.15,2.01,2.26,2.51
46063,0.0,0.0,0.0,9.44,18.88,37.72,56.56,72.28,88.01
46065,54.06,59.38,64.69,65.46,66.22,76.67,87.11,73.97,60.83
46067,5.48,15.08,24.67,23.35,22.03,16.57,11.11,11.52,11.93
46069,42.69,52.04,61.38,47.48,33.59,16.79,0.0,0.0,0.0
46071,99.33,99.18,99.04,99.12,99.2,98.63,98.06,98.4,98.73
46073,30.53,28.25,25.98,17.9,9.81,50.83,91.85,91.8,91.76
46075,21.46,10.73,0.0,0.0,0.0,45.13,90.26,91.98,93.7
46077,18.97,23.02,27.06,15.68,4.3,18.07,31.83,37.47,43.11
46079,1.43,2.04,2.64,25.4,48.17,40.0,31.83,20.66,9.48
46081,44.13,28.9,13.66,12.94,12.23,11.67,11.11,15.69,20.27
46083,16.46,14.88,13.31,16.1,18.88,21.32,23.77,22.02,20.27
46085,97.13,97.28,97.42,95.62,93.82,90.08,86.35,90.36,94.37
46087,43.74,29.27,14.8,20.42,26.04,21.42,16.8,13.14,9.48
46089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46091,33.91,20.26,6.62,29.21,51.8,49.61,47.42,32.33,17.24
46093,81.38,80.36,79.34,54.49,29.64,24.8,19.96,17.38,14.79
46095,96.59,96.88,97.17,97.63,98.09,98.6,99.11,99.24,99.36
46097,10.47,17.81,25.15,41.58,58.01,47.0,36.0,45.08,54.15
46099,61.03,60.79,60.55,54.36,48.17,53.88,59.58,56.86,54.15
46101,49.67,56.99,64.31,52.43,40.56,38.28,36.0,60.94,85.87
46102,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
46103,65.43,62.42,59.41,57.19,54.98,41.28,27.59,35.35,43.11
46105,20.25,18.28,16.3,14.26,12.23,41.22,70.21,71.91,73.62
46107,1.34,0.67,0.0,0.0,0.0,0.0,0.0,2.02,4.04
46109,59.28,62.94,66.6,63.55,60.49,65.35,70.21,80.98,91.76
46111,5.64,4.32,2.99,2.36,1.72,0.86,0.0,2.02,4.04
46115,4.11,12.53,20.95,23.49,26.04,21.42,16.8,11.18,5.57
46117,47.69,59.08,70.46,50.05,29.64,14.82,0.0,21.56,43.11
46119,58.99,29.49,0.0,0.0,0.0,15.92,31.83,20.66,9.48
46121,99.75,99.76,99.78,99.65,99.52,99.49,99.46,99.56,99.65
46123,28.49,42.81,57.12,30.17,3.22,4.36,5.51,4.78,4.04
46125,11.68,13.26,14.84,9.57,4.3,5.6,6.91,6.24,5.57
46127,9.58,9.77,9.96,12.73,15.5,19.63,23.77,20.51,17.24
46129,35.31,36.23,37.15,58.34,79.53,64.92,50.32,62.84,75.37
46135,6.18,6.56,6.94,9.59,12.23,19.91,27.59,33.46,39.33
46137,98.92,98.95,98.98,99.3,99.62,99.51,99.4,98.12,96.85
47001,24.36,28.58,32.79,40.48,48.17,49.24,50.32,46.72,43.11
47003,93.03,86.98,80.93,84.4,87.87,83.32,78.77,79.25,79.73
47005,78.76,77.44,76.12,58.34,40.56,23.74,6.91,12.08,17.24
47007,83.35,85.43,87.52,74.0,60.49,56.96,53.44,59.84,66.24
47009,29.13,27.04,24.96,29.27,33.59,45.08,56.56,57.08,57.59
47011,63.99,67.8,71.6,67.36,63.13,59.84,56.56,49.83,43.11
47013,26.01,17.03,8.05,10.14,12.23,38.53,64.83,64.22,63.6
47015,33.33,46.98,60.62,61.87,63.13,69.33,75.53,57.43,39.33
47017,35.56,39.72,43.87,44.22,44.57,32.26,19.96,15.94,11.93
47019,23.34,27.52,31.71,30.67,29.64,20.38,11.11,17.52,23.93
47021,49.03,46.21,43.39,47.6,51.8,55.69,59.58,55.22,50.87
47023,40.27,37.23,34.19,30.12,26.04,20.06,14.07,9.82,5.57
47025,14.14,18.16,22.19,27.89,33.59,30.59,27.59,25.76,23.93
47027,15.03,39.12,63.2,59.09,54.98,30.94,6.91,9.42,11.93
47029,50.21,44.26,38.3,28.59,18.88,33.15,47.42,55.51,63.6
47031,85.83,78.46,71.09,69.86,68.64,61.04,53.44,48.28,43.11
47033,62.91,65.5,68.1,75.04,81.98,72.19,62.41,63.0,63.6
47035,24.83,26.23,27.63,37.9,48.17,44.2,40.23,32.08,23.93
47037,71.06,72.3,73.54,73.94,74.34,70.89,67.44,69.54,71.65
47039,32.54,17.69,2.83,3.56,4.3,6.52,8.75,31.45,54.15
47041,46.42,63.07,79.72,75.18,70.65,71.51,72.37,67.99,63.6
47043,45.27,59.01,72.75,67.94,63.13,61.36,59.58,58.58,57.59
47045,47.09,62.61,78.13,75.31,72.49,50.04,27.59,21.19,14.79
47047,51.29,41.93,32.57,22.4,12.23,26.23,40.23,45.55,50.87
47049,50.91,55.88,60.84,59.42,58.01,33.38,8.75,20.36,31.98
47051,15.22,22.13,29.04,29.34,29.64,36.64,43.63,37.8,31.98
47053,61.32,59.92,58.52,44.08,29.64,28.62,27.59,31.84,36.08
47055,28.02,41.02,54.03,54.5,54.98,51.2,47.42,32.33,17.24
47057,58.93,58.53,58.13,62.18,66.22,58.27,50.32,38.98,27.65
47059,55.56,46.18,36.8,35.2,33.59,26.78,19.96,31.54,43.11
47061,86.95,81.79,76.63,75.48,74.34,70.89,67.44,49.71,31.98
47063,34.8,50.16,65.52,67.08,68.64,69.42,70.21,66.9,63.6
47065,37.34,32.98,28.62,27.33,26.04,26.82,27.59,31.84,36.08
47067,19.71,31.07,42.44,38.02,33.59,46.58,59.58,66.6,73.62
47069,36.26,33.04,29.83,21.03,12.23,11.67,11.11,17.52,23.93
47071,66.48,69.12,71.76,59.96,48.17,37.88,27.59,33.46,39.33
47073,15.06,26.95,38.84,48.42,58.01,57.28,56.56,46.32,36.08
47075,59.82,40.56,21.3,40.9,60.49,53.96,47.42,37.54,27.65
47077,51.38,63.68,75.99,63.9,51.8,61.0,70.21,76.21,82.21
47079,34.67,36.08,37.5,29.76,22.03,19.42,16.8,18.54,20.27
47081,85.93,82.66,79.4,54.52,29.64,41.54,53.44,52.15,50.87
47083,81.82,62.68,43.55,27.89,12.23,18.0,23.77,20.51,17.24
47085,39.96,48.9,57.85,45.72,33.59,32.71,31.83,29.74,27.65
47087,6.81,23.14,39.48,38.26,37.03,38.63,40.23,50.53,60.83
47089,53.68,58.28,62.88,61.68,60.49,56.96,53.44,46.38,39.33
47091,81.57,62.78,44.0,29.75,15.5,45.51,75.53,79.82,84.12
47093,27.09,32.63,38.17,32.1,26.04,23.0,19.96,23.8,27.65
47095,80.99,61.0,41.01,40.79,40.56,65.12,89.69,88.1,86.51
47097,69.09,75.9,82.71,83.64,84.56,80.87,77.18,65.66,54.15
47099,63.93,73.91,83.89,79.12,74.34,62.33,50.32,50.6,50.87
47101,31.52,45.38,59.25,57.12,54.98,30.24,5.51,29.83,54.15
47103,36.04,54.14,72.24,72.36,72.49,66.04,59.58,60.2,60.83
47105,46.86,54.09,61.32,64.98,68.64,73.7,78.77,60.94,43.11
47107,35.21,38.14,41.07,40.82,40.56,48.56,56.56,65.96,75.37
47109,37.54,45.98,54.41,54.7,54.98,45.49,36.0,25.4,14.79
47111,74.08,56.82,39.57,42.07,44.57,46.0,47.42,56.83,66.24
47113,37.92,27.73,17.54,31.06,44.57,42.4,40.23,47.19,54.15
47115,63.1,61.04,58.99,56.98,54.98,52.65,50.32,53.96,57.59
47117,53.9,54.89,55.87,53.84,51.8,47.72,43.63,50.61,57.59
47119,48.46,57.36,66.25,60.61,54.98,45.49,36.0,33.99,31.98
47121,89.21,80.84,72.46,58.52,44.57,62.36,80.14,78.46,76.77
47123,78.03,71.4,64.76,69.55,74.34,68.38,62.41,64.32,66.24
47125,69.18,68.37,67.56,56.06,44.57,47.44,50.32,60.98,71.65
47127,53.77,56.68,59.6,50.08,40.56,42.1,43.63,50.61,57.59
47129,69.02,75.65,82.27,74.24,66.22,56.82,47.42,49.14,50.87
47131,15.76,27.19,38.62,45.21,51.8,46.02,40.23,36.1,31.98
47133,81.06,76.73,72.4,60.28,48.17,27.54,6.91,15.42,23.93
47135,75.74,81.39,87.04,83.97,80.9,50.43,19.96,9.98,0.0
47137,10.57,30.12,49.67,47.12,44.57,23.29,2.01,3.02,4.04
47139,60.81,69.69,78.57,70.85,63.13,53.38,43.63,56.07,68.5
47141,53.01,49.92,46.83,34.43,22.03,21.0,19.96,31.54,43.11
47143,52.28,50.8,49.32,43.18,37.03,30.4,23.77,23.85,23.93
47145,26.14,32.2,38.27,37.65,37.03,34.43,31.83,33.96,36.08
47147,45.43,50.12,54.82,60.52,66.22,49.02,31.83,33.96,36.08
47149,64.47,66.59,68.7,61.84,54.98,57.28,59.58,64.88,70.19
47151,7.67,6.67,5.67,6.74,7.8,6.65,5.51,3.76,2.0
47153,82.17,86.6,91.02,83.62,76.22,64.83,53.44,42.71,31.98
47155,77.43,74.39,71.35,74.69,78.03,77.6,77.18,73.68,70.19
47157,72.59,71.7,70.81,65.65,60.49,60.04,59.58,56.86,54.15
47159,73.16,68.91,64.66,50.84,37.03,48.3,59.58,62.91,66.24
47161,4.87,6.42,7.96,26.26,44.57,56.0,67.44,72.87,78.3
47163,24.04,31.02,38.01,39.29,40.56,34.08,27.59,25.76,23.93
47165,41.39,34.16,26.93,30.26,33.59,45.08,56.56,55.36,54.15
47167,26.68,37.1,47.53,44.04,40.56,40.4,40.23,33.94,27.65
47169,4.39,3.0,1.62,2.96,4.3,4.09,3.88,1.94,0.0
47171,58.36,57.77,57.18,43.41,29.64,15.66,1.69,4.46,7.22
47173,78.29,80.62,82.94,82.46,81.98,77.18,72.37,67.99,63.6
47175,43.04,29.42,15.79,41.0,66.22,65.53,64.83,76.02,87.21
47177,56.73,45.38,34.03,41.1,48.17,65.12,82.08,86.54,91.0
47179,16.01,20.29,24.58,25.31,26.04,31.02,36.0,43.44,50.87
47181,2.36,15.78,29.19,50.84,72.49,74.01,75.53,72.02,68.5
47183,22.25,14.54,6.84,16.44,26.04,23.0,19.96,20.11,20.27
47185,62.34,58.74,55.14,56.58,58.01,44.92,31.83,41.35,50.87
47187,12.64,16.88,21.11,23.58,26.04,21.42,16.8,18.54,20.27
47189,31.07,27.46,23.85,24.94,26.04,31.02,36.0,33.99,31.98
48001,91.63,91.34,91.05,89.08,87.11,88.06,89.02,91.01,93.0
48003,87.71,92.7,97.68,97.4,97.13,89.13,81.13,87.67,94.21
48005,90.1,91.39,92.68,92.33,91.98,91.42,90.87,89.04,87.21
48007,80.67,74.91,69.15,78.94,88.73,90.58,92.43,92.72,93.0
48009,23.46,41.99,60.52,47.06,33.59,34.8,36.0,39.55,43.11
48011,81.6,51.34,21.08,43.65,66.22,49.02,31.83,24.54,17.24
48013,97.64,96.75,95.86,96.3,96.75,97.76,98.76,98.24,97.71
48015,63.64,76.48,89.33,91.05,92.77,90.6,88.42,91.54,94.65
48017,99.59,98.76,97.93,97.69,97.45,91.47,85.49,89.72,93.95
48019,48.11,53.79,59.47,62.84,66.22,77.96,89.69,88.1,86.51
48021,92.84,92.95,93.06,93.01,92.96,90.69,88.42,88.22,88.01
48023,52.88,26.44,0.0,0.0,0.0,33.72,67.44,75.78,84.12
48025,95.77,95.9,96.02,95.8,95.57,92.29,89.02,86.94,84.86
48027,67.27,72.9,78.54,81.55,84.56,85.84,87.11,87.16,87.21
48029,91.66,91.18,90.7,89.72,88.73,89.21,89.69,90.0,90.3
48031,61.83,68.26,74.69,80.6,86.5,88.38,90.26,70.56,50.87
48033,10.25,5.12,0.0,1.61,3.22,50.78,98.35,98.36,98.38
48035,81.76,82.76,83.76,86.02,88.28,85.18,82.08,80.19,78.3
48037,62.72,68.05,73.38,77.68,81.98,80.38,78.77,81.82,84.86
48039,88.16,88.3,88.44,86.5,84.56,81.66,78.77,77.77,76.77
48041,88.48,87.06,85.64,83.27,80.9,81.49,82.08,80.9,79.73
48043,79.21,81.77,84.34,82.62,80.9,64.16,47.42,37.54,27.65
48045,51.13,52.42,53.71,55.86,58.01,36.04,14.07,8.61,3.15
48047,96.18,95.18,94.17,94.48,94.78,72.55,50.32,46.72,43.11
48049,34.61,33.24,31.87,36.21,40.56,43.99,47.42,64.82,82.21
48051,89.27,90.1,90.93,92.12,93.31,84.42,75.53,74.57,73.62
48053,66.28,66.69,67.11,72.57,78.03,79.09,80.14,81.62,83.11
48055,94.36,94.84,95.32,95.88,96.43,96.5,96.56,97.06,97.55
48057,95.73,95.97,96.21,97.15,98.09,96.82,95.54,85.46,75.37
48059,74.47,61.93,49.38,48.78,48.17,35.97,23.77,35.44,47.12
48061,99.11,99.18,99.24,99.16,99.08,98.94,98.79,98.71,98.63
48063,96.75,92.71,88.67,90.52,92.36,81.28,70.21,81.76,93.32
48065,60.94,32.08,3.22,3.22,3.22,29.89,56.56,62.53,68.5
48067,79.05,80.0,80.96,85.29,89.62,87.98,86.35,80.86,75.37
48069,96.31,96.72,97.13,95.04,92.96,91.32,89.69,88.1,86.51
48071,51.74,40.28,28.81,43.41,58.01,71.75,85.49,81.13,76.77
48073,92.04,93.42,94.81,95.36,95.92,95.66,95.39,93.2,91.0
48075,5.54,3.93,2.32,2.77,3.22,3.14,3.06,3.55,4.04
48077,50.43,60.82,71.22,70.94,70.65,69.04,67.44,62.52,57.59
48079,97.58,97.44,97.29,96.37,95.45,95.42,95.39,92.84,90.3
48081,25.28,28.29,31.3,35.93,40.56,25.84,11.11,10.3,9.48
48083,17.73,26.65,35.56,25.53,15.5,27.86,40.23,26.08,11.93
48085,59.79,61.2,62.62,61.56,60.49,63.96,67.44,71.4,75.37
48087,10.54,38.64,66.73,78.57,90.42,85.78,81.13,86.89,92.65
48089,67.69,79.69,91.69,93.86,96.02,96.46,96.91,94.78,92.65
48091,86.34,80.36,74.37,68.75,63.13,53.38,43.63,45.38,47.12
48093,93.44,92.29,91.15,83.68,76.22,81.95,87.68,78.94,70.19
48095,6.46,3.23,0.0,1.14,2.29,17.06,31.83,37.47,43.11
48097,92.33,86.87,81.41,83.46,85.51,86.6,87.68,86.27,84.86
48099,68.26,67.53,66.79,64.96,63.13,68.55,73.97,76.13,78.3
48101,3.72,22.19,40.66,62.07,83.48,81.12,78.77,77.07,75.37
48103,92.42,92.2,91.98,93.64,95.29,95.08,94.88,90.38,85.87
48105,92.36,93.12,93.89,94.02,94.14,92.82,91.5,45.75,0.0
48107,96.91,95.94,94.97,95.96,96.94,96.64,96.34,95.36,94.37
48109,86.69,85.28,83.86,88.68,93.51,94.52,95.54,47.77,0.0
48111,83.57,81.71,79.85,76.17,72.49,82.17,91.85,89.18,86.51
48113,95.83,96.1,96.37,96.2,96.02,95.99,95.96,95.64,95.32
48115,38.9,29.8,20.69,51.33,81.98,84.54,87.11,76.68,66.24
48117,95.89,93.26,90.64,89.46,88.28,89.89,91.5,92.25,93.0
48119,60.55,65.17,69.79,57.18,44.57,30.68,16.8,40.2,63.6
48121,63.67,66.12,68.58,64.54,60.49,61.45,62.41,66.3,70.19
48123,92.55,87.79,83.03,87.14,91.24,86.66,82.08,76.87,71.65
48125,37.15,57.56,77.97,82.23,86.5,65.06,43.63,25.42,7.22
48127,97.01,98.01,99.01,98.55,98.09,96.74,95.39,96.3,97.2
48129,88.19,74.84,61.48,59.74,58.01,50.82,43.63,41.48,39.33
48131,96.02,96.56,97.1,97.12,97.13,94.0,90.87,92.54,94.21
48133,90.86,73.56,56.26,61.24,66.22,74.15,82.08,76.87,71.65
48135,94.97,94.71,94.46,93.88,93.31,93.22,93.13,94.66,96.18
48137,82.81,79.68,76.54,79.26,81.98,56.91,31.83,15.92,0.0
48139,87.36,86.04,84.72,84.64,84.56,84.29,84.02,83.12,82.21
48141,95.92,95.48,95.03,94.17,93.31,94.1,94.88,94.1,93.32
48143,72.21,76.16,80.1,75.38,70.65,72.31,73.97,76.13,78.3
48145,85.67,84.75,83.83,88.82,93.82,92.84,91.85,94.19,96.53
48147,74.43,73.7,72.97,70.81,68.64,68.04,67.44,72.87,78.3
48149,17.32,22.43,27.54,39.67,51.8,43.9,36.0,45.08,54.15
48151,92.01,90.04,88.06,75.6,63.13,43.45,23.77,15.5,7.22
48153,92.23,94.48,96.72,96.37,96.02,94.22,92.43,54.84,17.24
48155,14.61,7.31,0.0,6.12,12.23,9.57,6.91,3.45,0.0
48157,80.77,81.55,82.33,81.62,80.9,79.83,78.77,80.94,83.11
48159,71.79,68.91,66.03,71.12,76.22,80.55,84.88,74.24,63.6
48161,79.94,73.04,66.13,68.39,70.65,76.88,83.1,80.7,78.3
48163,99.55,99.32,99.08,98.33,97.58,83.9,70.21,82.08,93.95
48165,97.68,96.16,94.65,94.97,95.29,95.62,95.96,95.93,95.9
48167,79.11,78.18,77.24,74.87,72.49,74.01,75.53,76.92,78.3
48169,17.83,50.14,82.46,83.98,85.51,75.17,64.83,42.55,20.27
48171,85.48,86.23,86.98,86.74,86.5,85.69,84.88,86.44,88.01
48173,64.41,63.28,62.15,77.07,91.98,90.84,89.69,94.49,99.3
48175,84.85,81.14,77.43,68.96,60.49,38.65,16.8,14.36,11.93
48177,98.66,98.8,98.95,98.86,98.76,97.92,97.07,96.02,94.97
48179,60.04,66.01,71.98,73.16,74.34,78.21,82.08,80.19,78.3
48181,80.26,79.38,78.51,77.36,76.22,69.32,62.41,69.59,76.77
48183,83.89,83.02,82.14,80.09,78.03,76.78,75.53,76.15,76.77
48185,93.6,91.82,90.04,88.27,86.5,85.26,84.02,88.34,92.65
48187,79.69,79.82,79.94,78.98,78.03,80.56,83.1,85.16,87.21
48189,94.56,95.37,96.18,95.34,94.49,92.09,89.69,88.1,86.51
48191,56.54,43.47,30.4,53.31,76.22,84.94,93.67,94.73,95.8
48193,45.18,38.73,32.28,57.13,81.98,84.54,87.11,85.11,83.11
48195,93.7,90.6,87.49,89.21,90.93,76.67,62.41,68.02,73.62
48197,74.34,39.81,5.28,34.21,63.13,74.74,86.35,57.0,27.65
48199,47.28,36.98,26.68,30.14,33.59,49.21,64.83,68.24,71.65
48201,94.75,94.67,94.59,94.36,94.14,94.64,95.13,95.38,95.64
48203,76.98,80.92,84.85,84.16,83.48,86.58,89.69,85.42,81.16
48205,95.35,94.52,93.7,89.6,85.51,72.54,59.58,65.61,71.65
48207,87.55,79.68,71.82,72.15,72.49,72.43,72.37,46.32,20.27
48209,83.7,85.32,86.95,87.03,87.11,86.0,84.88,86.04,87.21
48211,76.03,84.53,93.03,94.4,95.77,93.02,90.26,90.82,91.38
48213,80.36,75.33,70.3,72.32,74.34,74.94,75.53,78.87,82.21
48215,99.52,99.46,99.4,99.35,99.3,99.44,99.59,99.5,99.4
48217,90.19,91.29,92.39,92.58,92.77,91.82,90.87,85.3,79.73
48219,86.72,88.84,90.96,92.87,94.78,93.32,91.85,87.03,82.21
48221,63.74,69.55,75.36,66.68,58.01,65.19,72.37,76.76,81.16
48223,90.0,88.73,87.46,87.66,87.87,86.38,84.88,84.0,83.11
48225,70.74,64.82,58.9,68.46,78.03,81.46,84.88,74.24,63.6
48227,64.85,73.84,82.84,83.16,83.48,72.94,62.41,69.59,76.77
48229,96.34,95.7,95.07,95.05,95.03,96.04,97.04,96.07,95.1
48231,90.7,87.58,84.46,87.44,90.42,92.52,94.62,93.97,93.32
48233,73.07,79.94,86.82,77.73,68.64,41.36,14.07,10.64,7.22
48235,40.31,61.13,81.95,84.53,87.11,92.58,98.06,95.18,92.3
48237,50.11,69.37,88.63,86.06,83.48,82.78,82.08,84.64,87.21
48239,87.14,90.3,93.47,93.39,93.31,90.86,88.42,88.62,88.83
48241,72.84,72.08,71.31,72.82,74.34,80.34,86.35,87.78,89.21
48243,95.38,95.03,94.68,58.36,22.03,59.92,97.8,96.99,96.18
48245,79.66,76.41,73.16,66.82,60.49,65.35,70.21,74.97,79.73
48247,88.35,91.85,95.35,96.36,97.36,98.24,99.11,99.35,99.59
48249,94.84,94.86,94.87,95.08,95.29,94.96,94.62,94.8,94.97
48251,87.65,85.54,83.44,83.46,83.48,86.58,89.69,91.0,92.3
48253,32.92,21.06,9.2,17.62,26.04,26.82,27.59,22.42,17.24
48255,97.87,97.82,97.77,94.35,90.93,92.03,93.13,95.28,97.42
48257,83.38,81.56,79.75,77.98,76.22,81.66,87.11,89.44,91.76
48259,85.86,74.39,62.91,57.36,51.8,51.06,50.32,60.98,71.65
48261,98.41,94.97,91.53,92.42,93.31,96.26,99.2,49.6,0.0
48263,40.46,35.98,31.49,15.74,0.0,0.0,0.0,0.0,0.0
48265,86.21,87.64,89.08,82.65,76.22,78.68,81.13,78.25,75.37
48267,4.49,18.24,32.0,32.79,33.59,56.18,78.77,71.18,63.6
48269,80.07,81.83,83.6,41.8,0.0,0.0,0.0,0.0,0.0
48271,89.3,80.94,72.59,42.41,12.23,6.12,0.0,0.0,0.0
48273,96.05,95.49,94.94,95.26,95.57,96.68,97.8,97.77,97.74
48275,84.91,86.12,87.33,83.43,79.53,68.04,56.56,42.1,27.65
48277,78.86,80.07,81.28,72.2,63.13,53.38,43.63,50.61,57.59
48279,93.54,93.0,92.45,87.22,81.98,82.03,82.08,87.7,93.32
48281,56.0,58.1,60.2,60.35,60.49,63.96,67.44,67.97,68.5
48283,97.48,98.34,99.2,98.22,97.23,95.62,94.02,95.5,96.98
48285,95.19,95.97,96.75,96.82,96.88,91.18,85.49,84.3,83.11
48287,64.95,72.32,79.69,86.6,93.51,93.18,92.84,91.92,91.0
48289,87.27,83.58,79.88,75.26,70.65,69.04,67.44,76.66,85.87
48291,94.72,90.52,86.31,88.78,91.24,92.04,92.84,94.59,96.34
48293,81.18,73.12,65.07,77.34,89.62,92.38,95.13,93.26,91.38
48295,71.03,58.74,46.45,64.22,81.98,85.5,89.02,92.86,96.69
48297,81.41,86.62,91.82,86.9,81.98,81.56,81.13,85.72,90.3
48299,55.84,63.1,70.36,79.32,88.28,86.15,84.02,81.88,79.73
48301,0.0,0.0,0.0,49.89,99.78,98.65,97.52,98.65,99.78
48303,83.09,81.82,80.55,80.04,79.53,79.15,78.77,77.77,76.77
48305,60.46,52.15,43.84,60.94,78.03,67.29,56.56,40.24,23.93
48307,94.11,89.38,84.65,66.41,48.17,45.9,43.63,35.64,27.65
48309,77.87,77.85,77.84,78.68,79.53,78.35,77.18,76.98,76.77
48311,0.0,49.08,98.15,98.63,99.11,97.87,96.63,96.58,96.53
48313,96.94,97.37,97.8,96.91,96.02,95.7,95.39,89.25,83.11
48315,5.28,25.29,45.3,56.97,68.64,59.48,50.32,64.31,78.3
48317,93.86,95.62,97.39,97.16,96.94,97.14,97.33,97.72,98.12
48319,2.1,3.04,3.98,4.14,4.3,2.15,0.0,8.62,17.24
48321,87.17,87.3,87.42,88.26,89.11,83.14,77.18,81.02,84.86
48323,99.27,99.35,99.43,99.27,99.11,99.08,99.05,99.03,99.01
48325,86.91,88.1,89.3,77.76,66.22,72.5,78.77,81.82,84.86
48327,91.82,91.94,92.07,81.36,70.65,45.3,19.96,9.98,0.0
48329,88.44,92.07,95.7,95.42,95.13,95.54,95.96,94.3,92.65
48331,83.6,84.08,84.56,87.9,91.24,89.46,87.68,89.34,91.0
48333,53.2,57.12,61.03,60.76,60.49,34.62,8.75,24.04,39.33
48335,8.56,36.07,63.58,79.36,95.13,96.29,97.45,96.38,95.32
48337,52.59,63.91,75.23,77.38,79.53,69.56,59.58,45.78,31.98
48339,91.34,89.27,87.2,85.88,84.56,84.29,84.02,84.44,84.86
48341,98.25,98.58,98.92,97.84,96.75,96.22,95.7,95.8,95.9
48343,90.39,90.37,90.35,86.92,83.48,78.72,73.97,67.4,60.83
48345,80.87,81.58,82.3,88.22,94.14,88.11,82.08,48.44,14.79
48347,85.8,81.05,76.31,81.71,87.11,90.12,93.13,93.06,93.0
48349,92.49,92.94,93.38,91.5,89.62,91.64,93.67,94.66,95.64
48351,35.28,22.32,9.36,30.58,51.8,73.46,95.13,95.12,95.1
48353,51.19,63.77,76.35,83.96,91.56,92.2,92.84,94.24,95.64
48355,92.17,92.39,92.61,92.29,91.98,90.2,88.42,86.64,84.86
48357,95.13,95.62,96.12,96.07,96.02,96.88,97.74,97.7,97.65
48359,55.75,69.98,84.21,78.35,72.49,48.13,23.77,37.32,50.87
48361,66.44,71.5,76.57,75.46,74.34,68.38,62.41,65.46,68.5
48363,84.81,88.58,92.36,90.99,89.62,84.2,78.77,77.07,75.37
48365,68.32,66.94,65.55,72.54,79.53,82.2,84.88,83.02,81.16
48367,79.85,75.01,70.17,73.19,76.22,67.9,59.58,58.58,57.59
48369,93.82,96.22,98.63,98.74,98.85,97.8,96.75,94.52,92.3
