FIPS,2014 EPL_DISABL,2015 EPL_DISABL,2016 EPL_DISABL,2017 EPL_DISABL,2018 EPL_DISABL,2019 EPL_DISABL,2020 EPL_DISABL,2021 EPL_DISABL,2022 EPL_DISABL
45091,16.71,15.87,15.03,11.75,8.47,8.55,8.63,7.37,6.11
46003,19.8,27.12,34.45,30.47,26.49,24.45,22.41,22.52,22.62
46005,36.01,30.48,24.96,18.99,13.02,14.12,15.21,18.09,20.97
46007,27.19,28.72,30.25,25.33,20.41,18.84,17.28,13.84,10.4
46009,28.84,31.1,33.37,27.97,22.57,24.34,26.1,27.21,28.32
46011,7.9,8.49,9.07,6.34,3.6,3.2,2.8,2.88,2.96
46013,7.45,7.88,8.31,11.0,13.69,11.81,9.93,13.06,16.19
46015,66.92,60.56,54.19,53.2,52.21,49.21,46.21,43.06,39.9
46017,70.49,67.91,65.33,60.25,55.17,53.18,51.18,42.32,33.47
46019,54.76,51.04,47.31,51.24,55.17,46.03,36.89,40.89,44.89
46021,43.11,35.37,27.63,28.43,29.23,27.24,25.24,22.24,19.25
46023,42.31,45.3,48.3,46.39,44.48,31.58,18.68,17.87,17.05
46025,63.67,65.2,66.73,45.78,24.83,17.6,10.38,10.76,11.14
46027,5.76,5.73,5.7,7.32,8.95,9.44,9.93,16.28,22.62
46029,36.01,30.15,24.29,28.14,32.0,31.48,30.97,21.37,11.77
46031,23.72,23.58,23.43,18.56,13.69,9.3,4.9,11.26,17.63
46033,47.85,48.61,49.38,51.52,53.65,57.42,61.2,69.51,77.82
46035,47.85,52.97,58.1,47.2,36.29,32.52,28.74,33.93,39.13
46037,43.11,41.63,40.15,25.66,11.17,12.96,14.74,21.89,29.05
46039,56.73,47.34,37.95,27.81,17.67,19.24,20.81,25.79,30.77
46041,22.32,16.4,10.47,8.04,5.6,4.72,3.85,3.53,3.21
46043,34.16,37.16,40.15,31.36,22.57,19.62,16.68,14.61,12.54
46045,9.11,16.27,23.43,14.68,5.92,7.28,8.63,15.21,21.79
46047,89.62,89.5,89.37,83.5,77.62,79.34,81.06,81.38,81.71
46049,48.93,44.03,39.13,35.57,32.0,31.48,30.97,30.87,30.77
46051,33.4,33.92,34.45,29.27,24.1,22.46,20.81,31.86,42.92
46053,68.26,61.92,55.59,41.04,26.49,18.69,10.88,17.16,23.45
46055,68.26,54.21,40.15,49.12,58.1,38.01,17.92,33.46,49.0
46057,26.52,21.82,17.13,10.96,4.78,2.71,0.64,0.59,0.54
46059,37.89,31.43,24.96,26.1,27.25,34.06,40.87,41.37,41.87
46061,16.71,18.92,21.14,21.86,22.57,14.16,5.76,3.06,0.35
46063,3.09,3.33,3.57,2.73,1.88,1.53,1.18,1.48,1.78
46065,10.32,10.06,9.81,14.5,19.2,20.0,20.81,20.89,20.97
46067,44.03,49.81,55.59,50.94,46.29,35.76,25.24,25.19,25.14
46069,9.11,8.71,8.31,6.54,4.78,3.47,2.16,5.12,8.08
46071,16.05,28.1,40.15,30.28,20.41,13.08,5.76,4.8,3.85
46073,48.93,32.2,15.47,18.55,21.62,37.7,53.79,53.03,52.27
46075,79.53,53.08,26.62,15.42,4.23,2.64,1.05,0.52,0.0
46077,25.25,30.67,36.1,26.88,17.67,14.81,11.94,11.54,11.14
46079,21.46,18.8,16.14,15.99,15.85,23.41,30.97,27.43,23.89
46081,45.78,46.08,46.39,50.02,53.65,48.93,44.21,53.1,61.98
46083,0.38,0.49,0.6,0.76,0.92,0.9,0.89,1.05,1.21
46085,12.61,13.82,15.03,11.75,8.47,19.72,30.97,42.88,54.79
46087,18.94,24.6,30.25,19.36,8.47,8.55,8.63,10.87,13.11
46089,65.87,67.89,69.91,67.4,64.88,48.5,32.11,29.01,25.9
46091,9.11,6.46,3.82,7.83,11.84,14.26,16.68,12.6,8.53
46093,34.16,35.62,37.09,29.35,21.62,23.04,24.47,28.97,33.47
46095,55.71,52.54,49.38,30.9,12.42,6.83,1.24,3.88,6.52
46097,19.8,26.59,33.37,29.93,26.49,42.13,57.77,63.35,68.92
46099,9.11,9.46,9.81,8.89,7.96,8.07,8.18,7.68,7.19
46101,20.89,16.02,11.14,12.08,13.02,21.44,29.85,26.87,23.89
46102,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0
46103,34.89,36.42,37.95,36.07,34.19,36.89,39.59,40.73,41.87
46105,48.93,58.18,67.43,55.96,44.48,41.42,38.35,30.9,23.45
46107,60.94,60.51,60.08,43.28,26.49,23.3,20.11,14.62,9.13
46109,25.25,21.88,18.5,15.46,12.42,9.66,6.91,6.13,5.35
46111,38.78,37.44,36.1,26.58,17.06,24.01,30.97,25.11,19.25
46115,64.37,52.26,40.15,32.49,24.83,18.74,12.64,11.89,11.14
46117,3.57,3.0,2.42,2.61,2.8,19.0,35.2,32.98,30.77
46119,15.09,13.9,12.7,7.83,2.96,6.67,10.38,7.86,5.35
46121,72.62,55.88,39.13,21.36,3.6,1.8,0.0,0.56,1.11
46123,19.8,17.97,16.14,11.03,5.92,3.4,0.89,1.59,2.29
46125,24.45,26.86,29.26,30.08,30.91,26.31,21.71,14.27,6.84
46127,7.45,10.08,12.7,9.83,6.97,12.44,17.92,14.84,11.77
46129,41.45,46.26,51.07,42.1,33.14,46.29,59.45,42.3,25.14
46135,31.65,29.14,26.62,35.07,43.52,40.2,36.89,34.24,31.59
46137,8.25,8.66,9.07,10.12,11.17,9.9,8.63,6.16,3.69
47001,77.17,76.72,76.28,76.71,77.14,81.55,85.96,84.93,83.9
47003,48.93,52.7,56.48,55.82,55.17,49.69,44.21,45.6,46.99
47005,94.49,95.51,96.53,97.61,98.69,98.72,98.76,97.55,96.34
47007,97.55,97.93,98.31,98.48,98.66,98.86,99.05,98.43,97.8
47009,54.76,51.53,48.3,44.06,39.83,36.58,33.32,30.82,28.32
47011,76.5,72.7,68.9,69.72,70.55,70.78,71.01,70.8,70.6
47013,90.51,92.48,94.46,95.66,96.85,97.65,98.44,98.54,98.63
47015,91.56,86.48,81.41,78.57,75.74,76.0,76.26,77.47,78.68
47017,83.79,84.78,85.77,88.33,90.89,88.72,86.54,84.12,81.71
47019,93.92,91.06,88.19,88.74,89.3,90.08,90.87,90.52,90.17
47021,52.66,47.87,43.08,39.68,36.29,43.37,50.45,44.79,39.13
47023,26.52,31.31,36.1,35.67,35.24,26.26,17.28,16.31,15.34
47025,92.36,89.88,87.39,87.78,88.16,90.92,93.67,95.37,97.07
47027,91.44,93.03,94.62,85.18,75.74,77.44,79.15,86.46,93.76
47029,92.04,92.79,93.54,93.78,94.01,93.12,92.23,92.76,93.29
47031,86.44,80.12,73.8,71.81,69.82,73.42,77.02,75.46,73.91
47033,80.64,82.41,84.18,80.66,77.14,69.17,61.2,58.51,55.81
47035,92.96,93.71,94.46,93.01,91.56,89.4,87.24,86.65,86.06
47037,16.71,17.6,18.5,17.18,15.85,15.3,14.74,13.64,12.54
47039,89.62,89.97,90.32,84.21,78.1,67.44,56.78,54.52,52.27
47041,72.62,74.21,75.8,66.33,56.86,67.34,77.82,82.68,87.53
47043,60.17,59.14,58.1,57.83,57.56,64.96,72.37,67.51,62.65
47045,69.79,72.41,75.04,77.62,80.2,78.0,75.81,73.86,71.91
47047,60.17,55.11,50.05,51.13,52.21,57.78,63.34,63.0,62.65
47049,96.75,95.46,94.17,94.62,95.07,94.99,94.91,94.74,94.56
47051,77.17,78.74,80.32,80.83,81.34,85.46,89.59,85.38,81.16
47053,63.67,65.2,66.73,73.46,80.2,81.3,82.4,84.23,86.06
47055,65.87,68.56,71.25,69.36,67.46,65.1,62.73,55.38,48.04
47057,88.98,90.08,91.18,92.98,94.78,94.84,94.91,93.9,92.9
47059,91.82,92.14,92.45,93.5,94.56,94.88,95.19,92.68,90.17
47061,98.5,98.38,98.25,97.4,96.56,96.42,96.28,96.16,96.05
47063,78.16,76.98,75.8,75.77,75.74,75.77,75.81,76.82,77.82
47065,41.45,38.78,36.1,36.2,36.29,39.49,42.68,41.29,39.9
47067,97.39,97.94,98.5,98.65,98.79,98.57,98.35,98.1,97.84
47069,75.96,74.88,73.8,76.42,79.05,82.8,86.54,89.53,92.52
47071,88.16,82.54,76.92,73.74,70.55,72.59,74.63,75.79,76.96
47073,91.44,91.54,91.63,91.96,92.3,92.03,91.76,91.9,92.05
47075,78.16,73.08,68.0,69.62,71.25,78.74,86.22,91.28,96.34
47077,62.56,65.0,67.43,71.28,75.14,72.39,69.64,69.28,68.92
47079,87.81,89.06,90.32,89.48,88.63,89.24,89.85,90.79,91.73
47081,90.19,89.78,89.37,86.1,82.84,73.48,64.13,72.32,80.5
47083,93.22,94.43,95.64,93.97,92.3,86.94,81.57,79.49,77.41
47085,73.96,81.08,88.19,89.27,90.35,85.96,81.57,72.11,62.65
47087,94.49,92.4,90.32,92.16,94.01,94.27,94.53,95.8,97.07
47089,83.79,82.6,81.41,82.12,82.84,84.69,86.54,84.85,83.17
47091,97.39,95.78,94.17,94.25,94.33,91.76,89.18,89.15,89.12
47093,27.19,26.9,26.62,24.12,21.62,19.77,17.92,18.58,19.25
47095,97.99,97.85,97.71,95.37,93.03,92.4,91.76,95.12,98.47
47097,93.7,93.2,92.71,91.96,91.21,91.04,90.87,91.16,91.44
47099,66.92,67.91,68.9,72.02,75.14,75.11,75.08,70.22,65.35
47101,81.95,81.39,80.83,77.2,73.58,74.33,75.08,81.48,87.88
47103,82.74,84.26,85.77,82.98,80.2,75.6,71.01,63.96,56.92
47105,63.67,61.51,59.34,53.24,47.15,36.62,26.1,29.78,33.47
47107,80.64,75.28,69.91,73.76,77.62,80.31,83.0,79.98,76.96
47109,85.8,84.32,82.84,80.94,79.05,75.71,72.37,64.64,56.92
47111,79.08,76.44,73.8,77.57,81.34,77.28,73.23,68.32,63.41
47113,54.76,52.92,51.07,47.3,43.52,46.01,48.5,53.15,57.81
47115,93.92,92.29,90.67,89.24,87.81,89.0,90.2,89.04,87.88
47117,62.56,56.82,51.07,55.38,59.69,56.74,53.79,35.42,17.05
47119,44.73,43.9,43.08,39.68,36.29,28.55,20.81,17.26,13.71
47121,98.89,96.76,94.62,87.41,80.2,79.01,77.82,83.47,89.12
47123,81.95,75.93,69.91,76.78,83.64,88.36,93.09,92.02,90.96
47125,29.96,31.66,33.37,37.4,41.42,45.93,50.45,49.24,48.04
47127,69.02,68.96,68.9,54.36,39.83,51.58,63.34,56.61,49.89
47129,94.08,93.4,92.71,91.68,90.64,92.78,94.91,93.72,92.52
47131,75.96,77.34,78.73,83.68,88.63,89.54,90.45,90.94,91.44
47133,65.87,57.08,48.3,50.97,53.65,60.38,67.12,65.26,63.41
47135,81.31,81.73,82.14,80.39,78.64,83.91,89.18,81.54,73.91
47137,81.95,83.86,85.77,86.79,87.81,91.5,95.19,96.52,97.84
47139,88.98,81.74,74.5,71.73,68.96,72.39,75.81,82.37,88.93
47141,41.45,37.41,33.37,38.92,44.48,42.36,40.23,36.42,32.61
47143,96.34,93.76,91.18,87.9,84.62,87.41,90.2,89.04,87.88
47145,92.36,89.72,87.07,85.36,83.64,80.33,77.02,75.14,73.27
47147,31.65,36.36,41.07,41.78,42.5,37.91,33.32,32.46,31.59
47149,5.16,6.11,7.07,8.52,9.96,10.42,10.88,10.64,10.4
47151,90.51,93.41,96.31,97.01,97.71,98.44,99.17,98.5,97.84
47153,85.8,89.8,93.79,93.26,92.74,91.29,89.85,88.69,87.53
47155,70.49,68.61,66.73,67.1,67.46,69.24,71.01,67.61,64.21
47157,26.52,24.6,22.67,22.62,22.57,22.78,22.98,22.8,22.62
47159,69.02,72.03,75.04,70.95,66.86,63.16,59.45,60.4,61.34
47161,85.8,87.2,88.6,87.25,85.9,82.13,78.36,75.13,71.91
47163,82.74,83.72,84.69,85.16,85.64,83.8,81.95,78.17,74.39
47165,23.02,24.82,26.62,30.93,35.24,36.07,36.89,30.39,23.89
47167,46.74,48.9,51.07,53.12,55.17,60.74,66.3,66.86,67.42
47169,69.79,67.56,65.33,68.29,71.25,62.52,53.79,35.71,17.63
47171,96.05,96.12,96.18,95.26,94.33,92.6,90.87,90.52,90.17
47173,69.02,70.68,72.33,74.74,77.14,80.31,83.48,86.3,89.12
47175,92.04,92.09,92.14,94.49,96.85,97.71,98.57,97.62,96.66
47177,77.17,77.04,76.92,80.98,85.04,84.26,83.48,79.22,74.96
47179,64.37,66.64,68.9,71.24,73.58,68.46,63.34,60.13,56.92
47181,88.67,86.42,84.18,84.78,85.39,83.67,81.95,79.89,77.82
47183,62.56,63.08,63.61,68.97,74.34,78.37,82.4,81.45,80.5
47185,80.01,81.9,83.79,82.56,81.34,74.23,67.12,62.96,58.8
47187,1.34,1.0,0.67,0.74,0.8,0.84,0.89,0.8,0.7
47189,23.02,25.32,27.63,26.23,24.83,25.46,26.1,24.78,23.45
48001,29.96,26.0,22.03,28.11,34.19,40.2,46.21,52.87,59.53
48003,22.32,16.4,10.47,7.03,3.6,7.77,11.94,14.06,16.19
48005,80.64,81.94,83.25,78.42,73.58,74.69,75.81,76.06,76.3
48007,92.96,93.12,93.28,90.54,87.81,77.46,67.12,63.82,60.52
48009,50.08,47.14,44.19,48.2,52.21,52.57,52.93,59.58,66.24
48011,52.66,52.42,52.18,37.38,22.57,13.21,3.85,9.08,14.32
48013,33.4,24.22,15.03,17.42,19.8,16.22,12.64,13.99,15.34
48015,26.52,29.94,33.37,27.97,22.57,33.39,44.21,34.67,25.14
48017,22.32,32.22,42.12,34.68,27.25,19.94,12.64,18.89,25.14
48019,74.59,75.76,76.92,78.92,80.93,82.92,84.91,79.65,74.39
48021,30.82,34.98,39.13,35.57,32.0,32.06,32.11,24.87,17.63
48023,84.24,76.57,68.9,76.76,84.62,83.28,81.95,87.85,93.76
48025,73.96,65.22,56.48,60.35,64.22,61.0,57.77,51.33,44.89
48027,32.51,35.23,37.95,40.22,42.5,41.68,40.87,40.84,40.82
48029,32.51,32.44,32.38,33.81,35.24,37.74,40.23,38.42,36.62
48031,64.37,62.22,60.08,61.83,63.58,64.14,64.7,51.56,38.43
48033,27.19,43.64,60.08,76.7,93.31,85.34,77.37,42.54,7.7
48035,70.49,69.24,68.0,67.43,66.86,72.11,77.37,77.39,77.41
48037,51.74,47.41,43.08,33.96,24.83,21.06,17.28,19.54,21.79
48039,8.63,6.99,5.35,5.07,4.78,4.54,4.3,4.58,4.87
48041,3.76,3.02,2.29,2.08,1.88,2.34,2.8,3.65,4.49
48043,82.43,86.55,90.67,88.28,85.9,72.18,58.47,38.48,18.49
48045,23.02,14.92,6.81,11.6,16.4,42.35,68.3,77.18,86.06
48047,97.07,80.34,63.61,69.68,75.74,84.83,93.92,94.11,94.3
48049,31.65,34.37,37.09,36.17,35.24,53.56,71.87,79.43,86.99
48051,75.33,69.85,64.37,59.54,54.7,51.6,48.5,39.64,30.77
48053,79.08,79.51,79.94,76.38,72.81,70.56,68.3,59.86,51.42
48055,50.08,44.02,37.95,36.07,34.19,39.2,44.21,48.61,53.01
48057,79.08,73.26,67.43,67.94,68.45,56.84,45.23,59.81,74.39
48059,79.08,76.02,72.97,74.06,75.14,80.41,85.68,85.87,86.06
48061,32.51,29.56,26.62,24.12,21.62,20.15,18.68,18.58,18.49
48063,73.48,67.26,61.03,54.54,48.04,50.92,53.79,59.0,64.21
48065,15.09,15.62,16.14,13.66,11.17,9.68,8.18,6.62,5.06
48067,77.84,69.44,61.03,64.24,67.46,72.91,78.36,82.04,85.71
48069,8.63,8.14,7.64,9.74,11.84,10.68,9.52,5.65,1.78
48071,37.89,32.26,26.62,19.23,11.84,10.68,9.52,9.5,9.48
48073,39.83,38.46,37.09,30.96,24.83,19.43,14.04,17.92,21.79
48075,24.45,48.71,72.97,69.91,66.86,53.86,40.87,47.83,54.79
48077,85.8,81.36,76.92,75.25,73.58,75.97,78.36,80.96,83.55
48079,66.92,63.98,61.03,56.01,51.0,60.32,69.64,70.12,70.6
48081,71.76,72.04,72.33,69.9,67.46,68.22,68.97,72.96,76.96
48083,24.45,25.53,26.62,34.02,41.42,56.21,71.01,78.36,85.71
48085,0.45,0.45,0.45,0.49,0.54,0.54,0.54,0.7,0.86
48087,52.66,56.0,59.34,46.24,33.14,48.24,63.34,56.61,49.89
48089,38.78,40.93,43.08,38.11,33.14,28.36,23.58,29.43,35.28
48091,34.16,33.27,32.38,33.28,34.19,36.27,38.35,38.0,37.64
48093,71.76,74.34,76.92,77.98,79.05,77.66,76.26,76.28,76.3
48095,62.56,32.49,2.42,3.74,5.06,36.09,67.12,77.68,88.23
48097,45.78,44.43,43.08,39.68,36.29,32.52,28.74,29.76,30.77
48099,29.96,41.07,52.18,59.22,66.25,69.31,72.37,75.1,77.82
48101,88.67,85.96,83.25,80.94,78.64,84.86,91.09,94.75,98.41
48103,3.57,2.42,1.27,1.23,1.18,0.7,0.22,0.18,0.13
48105,19.8,17.42,15.03,8.54,2.04,3.47,4.9,13.34,21.79
48107,69.79,67.92,66.06,71.22,76.38,75.73,75.08,81.31,87.53
48109,96.75,96.64,96.53,96.52,96.5,93.18,89.85,92.07,94.3
48111,24.45,29.83,35.21,28.89,22.57,28.39,34.21,20.96,7.7
48113,5.76,5.56,5.35,5.07,4.78,5.27,5.76,6.14,6.52
48115,39.83,48.96,58.1,66.62,75.14,79.31,83.48,69.64,55.81
48117,10.98,8.69,6.4,7.44,8.47,7.69,6.91,4.34,1.78
48119,53.68,61.8,69.91,73.52,77.14,82.0,86.86,74.76,62.65
48121,1.88,1.77,1.66,1.53,1.4,1.86,2.32,2.43,2.55
48123,62.56,63.95,65.33,62.51,59.69,61.52,63.34,60.58,57.81
48125,87.33,91.45,95.57,92.22,88.86,88.52,88.19,85.18,82.18
48127,78.16,86.9,95.64,94.19,92.74,86.7,80.65,75.9,71.14
48129,70.49,70.87,71.25,60.65,50.05,26.73,3.41,3.55,3.69
48131,98.15,98.38,98.6,98.38,98.15,93.32,88.48,86.59,84.7
48133,90.89,88.57,86.25,88.73,91.21,86.8,82.4,79.68,76.96
48135,36.01,30.98,25.95,21.18,16.4,12.29,8.18,7.35,6.52
48137,85.32,88.25,91.18,95.18,99.17,93.44,87.71,62.17,36.62
48139,25.25,21.88,18.5,16.81,15.12,16.2,17.28,17.17,17.05
48141,28.18,31.7,35.21,34.7,34.19,32.02,29.85,31.23,32.61
48143,15.09,11.7,8.31,14.06,19.8,23.46,27.12,25.5,23.89
48145,79.53,81.86,84.18,85.48,86.79,88.83,90.87,82.39,73.91
48147,68.26,64.17,60.08,53.62,47.15,49.17,51.18,48.04,44.89
48149,27.19,31.64,36.1,41.2,46.29,46.25,46.21,47.6,49.0
48151,61.64,59.06,56.48,64.26,72.05,70.84,69.64,69.69,69.74
48153,37.89,36.55,35.21,27.81,20.41,23.76,27.12,38.06,49.0
48155,99.17,97.4,95.64,90.13,84.62,77.81,71.01,75.45,79.89
48157,1.46,1.48,1.5,1.28,1.05,0.97,0.89,0.8,0.7
48159,90.89,90.6,90.32,80.78,71.25,61.22,51.18,53.5,55.81
48161,67.62,67.53,67.43,73.6,79.78,80.86,81.95,80.92,79.89
48163,71.12,70.52,69.91,59.98,50.05,56.69,63.34,53.62,43.91
48165,25.25,22.48,19.71,16.37,13.02,18.74,24.47,21.05,17.63
48167,25.25,27.26,29.26,30.08,30.91,27.69,24.47,24.18,23.89
48169,47.85,38.56,29.26,35.34,41.42,50.86,60.31,65.03,69.74
48171,68.26,56.76,45.27,36.86,28.46,26.85,25.24,32.57,39.9
48173,0.03,0.06,0.1,0.14,0.19,3.84,7.48,5.67,3.85
48175,86.44,85.12,83.79,73.68,63.58,61.02,58.47,55.37,52.27
48177,84.75,82.34,79.94,74.88,69.82,66.98,64.13,59.97,55.81
48179,50.08,51.48,52.88,60.66,68.45,53.4,38.35,32.98,27.62
48181,56.73,58.4,60.08,60.41,60.74,54.62,48.5,40.04,31.59
48183,43.11,43.65,44.19,43.34,42.5,36.18,29.85,27.88,25.9
48185,40.75,36.04,31.33,32.76,34.19,37.53,40.87,39.26,37.64
48187,25.25,23.2,21.14,20.78,20.41,22.44,24.47,27.62,30.77
48189,15.09,13.37,11.65,14.36,17.06,14.5,11.94,15.6,19.25
48191,68.26,77.26,86.25,84.94,83.64,81.4,79.15,72.96,66.78
48193,86.82,91.4,95.99,93.6,91.21,89.97,88.73,84.94,81.16
48195,15.09,17.67,20.25,28.94,37.63,31.86,26.1,21.14,16.19
48197,93.7,93.18,92.65,91.93,91.21,90.53,89.85,88.69,87.53
48199,57.62,50.9,44.19,44.81,45.43,52.87,60.31,66.79,73.27
48201,4.81,4.57,4.33,4.09,3.85,4.07,4.3,5.04,5.79
48203,34.89,28.02,21.14,18.5,15.85,31.03,46.21,55.21,64.21
48205,16.05,17.62,19.2,22.02,24.83,30.86,36.89,22.48,8.08
48207,95.7,97.44,99.17,97.2,95.22,90.88,86.54,89.72,92.9
48209,5.48,5.26,5.03,4.18,3.34,4.33,5.32,7.86,10.4
48211,8.63,5.38,2.13,12.84,23.56,47.0,70.43,72.69,74.96
48213,71.76,68.91,66.06,64.31,62.56,68.2,73.84,70.63,67.42
48215,34.16,32.2,30.25,28.75,27.25,26.24,25.24,21.44,17.63
48217,74.59,73.27,71.95,71.25,70.55,70.1,69.64,66.92,64.21
48219,37.03,38.08,39.13,44.1,49.06,45.87,42.68,46.28,49.89
48221,55.71,46.83,37.95,29.78,21.62,22.6,23.58,23.74,23.89
48223,65.27,66.64,68.0,65.79,63.58,56.54,49.49,43.06,36.62
48225,82.43,76.17,69.91,70.58,71.25,78.08,84.91,87.76,90.61
48227,71.76,64.12,56.48,57.29,58.1,59.2,60.31,57.18,54.06
48229,97.61,97.86,98.12,98.48,98.85,96.69,94.53,97.08,99.62
48231,65.87,64.2,62.53,58.09,53.65,49.44,45.23,46.11,46.99
48233,50.08,60.0,69.91,71.74,73.58,66.52,59.45,58.63,57.81
48235,15.09,12.08,9.07,14.14,19.2,21.39,23.58,24.36,25.14
48237,85.32,84.56,83.79,71.74,59.69,57.76,55.82,43.71,31.59
48239,54.76,61.83,68.9,70.86,72.81,73.94,75.08,59.0,42.92
48241,91.44,90.24,89.05,80.55,72.05,66.18,60.31,46.46,32.61
48243,98.98,89.65,80.32,65.66,51.0,54.74,58.47,51.68,44.89
48245,44.73,39.05,33.37,34.83,36.29,40.76,45.23,44.57,43.91
48247,90.51,92.84,95.16,96.54,97.93,94.06,90.2,59.62,29.05
48249,75.96,68.02,60.08,54.57,49.06,52.44,55.82,59.61,63.41
48251,14.45,14.74,15.03,11.99,8.95,9.44,9.93,9.53,9.13
48253,80.01,83.13,86.25,88.3,90.35,80.39,70.43,67.32,64.21
48255,89.62,82.33,75.04,59.76,44.48,36.21,27.94,28.49,29.05
48257,22.32,22.18,22.03,21.22,20.41,18.55,16.68,13.08,9.48
48259,28.18,39.12,50.05,40.12,30.18,26.88,23.58,18.34,13.11
48261,0.89,44.74,88.6,91.3,94.01,73.47,52.93,74.64,96.34
48263,88.98,93.48,97.99,98.82,99.65,82.82,65.98,73.84,81.71
48265,78.16,78.79,79.43,78.53,77.62,71.16,64.7,58.86,53.01
48267,71.76,76.95,82.14,86.24,90.35,88.8,87.24,80.82,74.39
48269,4.39,2.2,0.0,10.2,20.41,25.69,30.97,25.97,20.97
48271,59.22,41.32,23.43,56.78,90.13,93.9,97.68,98.74,99.81
48273,46.74,47.52,48.3,46.86,45.43,38.77,32.11,33.7,35.28
48275,79.08,80.24,81.41,85.14,88.86,85.63,82.4,81.14,79.89
48277,71.12,72.04,72.97,72.51,72.05,75.94,79.82,77.39,74.96
48279,30.82,35.48,40.15,46.18,52.21,56.71,61.2,58.0,54.79
48281,52.66,60.33,68.0,72.19,76.38,83.12,89.85,90.79,91.73
48283,85.8,87.42,89.05,79.8,70.55,57.38,44.21,25.16,6.11
48285,78.16,74.42,70.68,68.46,66.25,53.56,40.87,39.26,37.64
48287,58.42,55.65,52.88,42.44,32.0,25.72,19.45,34.22,49.0
48289,47.85,43.49,39.13,54.48,69.82,70.42,71.01,80.98,90.96
48291,73.96,71.94,69.91,67.74,65.58,63.39,61.2,57.63,54.06
48293,60.94,65.42,69.91,65.78,61.64,60.54,59.45,59.49,59.53
48295,19.8,20.47,21.14,30.94,40.75,56.56,72.37,59.14,45.91
48297,73.48,68.92,64.37,71.0,77.62,79.34,81.06,67.92,54.79
48299,96.05,96.18,96.31,96.58,96.85,96.69,96.53,92.58,88.64
48301,73.48,86.34,99.2,92.12,85.04,92.52,100.0,87.2,74.39
48303,37.89,40.01,42.12,38.68,35.24,30.24,25.24,24.56,23.89
48305,74.59,75.76,76.92,82.36,87.81,89.26,90.71,85.04,79.38
48307,60.94,66.64,72.33,77.2,82.08,78.94,75.81,80.76,85.71
48309,26.52,25.74,24.96,27.1,29.23,29.54,29.85,29.08,28.32
48311,96.75,96.64,96.53,90.96,85.39,69.16,52.93,52.97,53.01
48313,59.22,56.05,52.88,53.27,53.65,56.98,60.31,58.61,56.92
48315,94.08,93.93,93.79,91.8,89.81,90.0,90.2,90.32,90.45
48317,27.19,21.11,15.03,10.48,5.92,11.92,17.92,14.16,10.4
48319,60.94,56.91,52.88,55.94,58.99,52.11,45.23,60.1,74.96
48321,48.93,44.54,40.15,50.9,61.64,60.54,59.45,61.83,64.21
48323,66.92,63.5,60.08,54.57,49.06,38.5,27.94,22.78,17.63
48325,60.17,53.74,47.31,52.43,57.56,61.93,66.3,70.1,73.91
48327,94.49,95.7,96.91,94.24,91.56,93.68,95.8,97.28,98.76
48329,18.31,12.98,7.64,5.94,4.23,4.39,4.55,6.84,9.13
48331,89.62,89.11,88.6,80.32,72.05,59.61,47.17,48.9,50.62
48333,51.19,64.34,77.49,86.28,95.07,92.12,89.18,71.1,53.01
48335,65.87,61.98,58.1,57.1,56.1,55.96,55.82,47.86,39.9
48337,73.48,75.48,77.49,79.99,82.49,79.93,77.37,78.63,79.89
48339,11.97,10.89,9.81,8.39,6.97,6.74,6.52,6.32,6.11
48341,28.18,28.72,29.26,18.61,7.96,7.05,6.14,7.81,9.48
48343,94.97,89.83,84.69,81.87,79.05,78.7,78.36,81.32,84.28
48345,75.33,79.76,84.18,81.61,79.05,77.07,75.08,83.66,92.24
48347,38.78,43.04,47.31,54.94,62.56,64.84,67.12,62.46,57.81
48349,70.49,73.39,76.28,69.42,62.56,63.63,64.7,64.46,64.21
48351,88.16,92.94,97.71,93.76,89.81,75.06,60.31,53.65,46.99
48353,80.01,75.34,70.68,73.21,75.74,80.85,85.96,82.32,78.68
48355,46.74,40.98,35.21,32.7,30.18,26.58,22.98,24.44,25.9
48357,6.91,9.02,11.14,9.8,8.47,11.84,15.21,25.92,36.62
48359,54.76,52.07,49.38,38.32,27.25,15.78,4.3,6.19,8.08
48361,71.12,66.07,61.03,61.8,62.56,61.43,60.31,59.56,58.8
48363,66.92,69.95,72.97,72.89,72.81,70.89,68.97,62.95,56.92
48365,59.22,62.64,66.06,64.82,63.58,64.94,66.3,62.92,59.53
48367,27.19,25.31,23.43,23.0,22.57,21.34,20.11,19.68,19.25
48369,18.94,26.7,34.45,32.68,30.91,28.51,26.1,19.9,13.71
48371,20.89,20.57,20.25,18.33,16.4,13.39,10.38,6.27,2.16
48373,97.1,95.86,94.62,91.39,88.16,89.62,91.09,93.08,95.07
48375,18.31,18.4,18.5,16.81,15.12,17.61,20.11,23.37,26.63
48377,92.96,91.48,90.0,89.08,88.16,90.3,92.43,68.66,44.89
48379,75.33,79.29,83.25,78.42,73.58,78.29,83.0,82.59,82.18
48381,11.46,13.24,15.03,15.08,15.12,13.0,10.88,9.48,8.08
48383,9.71,7.53,5.35,4.79,4.23,2.22,0.22,0.12,0.03
48385,76.5,86.96,97.42,97.35,97.29,97.98,98.66,98.96,99.27
