FIPS,2014 EPL_MUNIT,2015 EPL_MUNIT,2016 EPL_MUNIT,2017 EPL_MUNIT,2018 EPL_MUNIT,2019 EPL_MUNIT,2020 EPL_MUNIT
20007,47.82,51.28,54.73,58.09,61.45,55.28,49.11
20009,52.91,54.58,56.26,52.86,49.47,52.34,55.22
20011,71.57,67.1,62.62,55.32,48.01,51.62,55.22
20013,51.07,54.86,58.64,55.33,52.02,50.56,49.11
20015,63.07,66.88,70.68,69.06,67.43,61.33,55.22
20017,0.0,1.74,3.47,3.09,2.71,4.25,5.79
20019,12.93,18.07,23.21,31.79,40.37,33.01,25.65
20021,27.83,26.8,25.76,25.78,25.79,28.36,30.94
20023,19.39,28.12,36.84,32.41,27.98,21.92,15.85
20025,39.83,45.59,51.35,44.3,37.25,22.96,8.66
20027,43.14,48.96,54.79,58.12,61.45,65.43,69.41
20029,60.84,53.17,45.5,43.6,41.71,40.61,39.5
20031,35.63,40.08,44.54,44.51,44.48,37.71,30.94
20033,50.49,49.86,49.22,41.57,33.91,35.07,36.22
20035,63.93,64.13,64.34,63.37,62.4,56.52,50.64
20037,82.04,80.45,78.86,80.58,82.3,79.46,76.61
20039,41.64,44.81,47.98,38.89,29.8,24.82,19.83
20041,66.6,62.1,57.59,54.8,52.02,58.09,64.16
20043,14.26,23.26,32.25,33.08,33.91,33.26,32.62
20045,94.24,94.66,95.07,95.4,95.73,95.83,95.93
20047,49.0,53.92,58.83,61.8,64.76,61.07,57.38
20049,9.46,8.15,6.84,4.78,2.71,1.36,0.0
20051,82.52,81.79,81.06,78.45,75.84,75.26,74.67
20053,8.28,30.14,51.99,53.25,54.5,53.57,52.64
20055,73.99,73.06,72.14,71.4,70.65,67.4,64.16
20057,78.67,76.79,74.91,71.17,67.43,64.97,62.51
20059,57.94,60.91,63.87,63.93,63.99,60.2,56.4
20061,93.03,93.76,94.49,93.86,93.22,92.7,92.17
20063,18.53,12.46,6.4,21.11,35.82,31.4,26.99
20065,16.01,23.0,29.99,28.98,27.98,26.82,25.65
20067,11.14,11.89,12.64,6.32,0.0,0.0,0.0
20069,28.65,29.46,30.28,34.64,39.0,37.61,36.22
20071,46.77,53.68,60.59,55.03,49.47,45.26,41.06
20073,16.24,12.9,9.55,8.23,6.91,5.03,3.15
20075,0.0,0.0,0.0,5.94,11.88,11.88,11.87
20077,39.22,47.02,54.82,52.14,49.47,39.28,29.09
20079,67.37,68.23,69.09,68.26,67.43,69.09,70.75
20081,8.6,6.56,4.52,2.26,0.0,4.33,8.66
20083,0.0,0.0,0.0,0.0,0.0,5.01,10.03
20085,47.44,50.91,54.38,53.2,52.02,49.42,46.82
20087,23.11,21.32,19.52,16.6,13.69,12.78,11.87
20089,23.3,23.96,24.61,29.26,33.91,31.5,29.09
20091,90.54,90.51,90.48,90.24,90.0,90.34,90.67
20093,9.39,6.38,3.37,12.76,22.16,20.12,18.08
20095,41.99,43.32,44.64,37.22,29.8,23.94,18.08
20097,81.25,80.49,79.72,73.58,67.43,61.92,56.4
20099,65.14,63.78,62.43,59.64,56.86,59.18,61.49
20101,51.35,40.84,30.34,17.11,3.88,20.05,36.22
20103,56.29,55.35,54.41,54.46,54.5,55.45,56.4
20105,40.75,43.09,45.43,41.34,37.25,39.85,42.46
20107,25.85,24.88,23.91,18.8,13.69,17.94,22.18
20109,56.1,54.7,53.3,51.39,49.47,43.72,37.97
20111,91.66,90.75,89.84,89.8,89.75,90.88,92.01
20113,50.14,53.1,56.06,58.76,61.45,60.98,60.5
20115,47.28,41.04,34.8,35.31,35.82,33.38,30.94
20117,51.38,53.78,56.19,50.97,45.75,37.42,29.09
20119,6.08,5.74,5.41,2.7,0.0,0.0,0.0
20121,58.42,53.22,48.01,42.63,37.25,38.38,39.5
20123,49.92,52.53,55.14,49.81,44.48,46.38,48.28
20125,73.19,69.29,65.39,63.9,62.4,66.58,70.75
20127,48.84,49.82,50.81,48.79,46.77,46.79,46.82
20129,16.27,12.2,8.12,6.82,5.51,4.33,3.15
20131,66.13,65.94,65.74,66.14,66.54,71.32,76.1
20133,36.93,40.01,43.08,51.62,60.17,57.7,55.22
20135,56.83,59.87,62.91,55.46,48.01,37.5,26.99
20137,85.04,82.66,80.29,79.4,78.51,76.59,74.67
20139,51.89,54.87,57.85,51.8,45.75,39.18,32.62
20141,46.13,36.18,26.23,15.87,5.51,4.96,4.42
20143,27.32,23.29,19.26,22.52,25.79,29.2,32.62
20145,55.43,47.39,39.35,31.76,24.16,27.55,30.94
20147,48.04,47.24,46.45,50.48,54.5,56.5,58.5
20149,35.75,39.74,43.74,42.06,40.37,36.49,32.62
20151,74.91,77.24,79.56,75.93,72.3,65.84,59.39
20153,32.86,17.84,2.83,12.5,22.16,23.9,25.65
20155,65.68,69.48,73.29,73.91,74.53,75.92,77.31
20157,47.85,48.93,50.02,58.28,66.54,64.92,63.3
20159,34.73,38.87,43.01,48.17,53.33,60.46,67.6
20161,98.82,98.65,98.47,98.23,97.99,97.64,97.29
20163,31.77,38.06,44.35,40.08,35.82,33.38,30.94
20165,19.13,21.94,24.74,21.14,17.54,14.71,11.87
20167,62.66,68.32,73.99,70.26,66.54,64.92,63.3
20169,75.1,72.9,70.71,70.31,69.91,74.6,79.28
20171,0.0,9.79,19.58,42.17,64.76,67.76,70.75
20173,91.4,91.22,91.05,90.18,89.3,89.26,89.21
20175,61.76,60.55,59.34,61.67,63.99,68.01,72.02
20177,91.79,91.9,92.01,91.84,91.66,90.54,89.43
20179,50.88,45.48,40.08,38.66,37.25,30.56,23.87
20181,68.64,65.35,62.05,59.96,57.88,61.02,64.16
20183,15.57,20.1,24.64,30.23,35.82,35.26,34.69
20185,3.92,1.96,0.0,2.76,5.51,10.68,15.85
20187,44.44,37.44,30.44,25.01,19.58,32.52,45.45
20189,66.48,59.74,53.01,46.69,40.37,39.93,39.5
20191,42.6,44.78,46.96,45.72,44.48,46.38,48.28
20193,75.14,61.46,47.79,29.84,11.88,34.14,56.4
20195,64.31,66.55,68.8,64.48,60.17,54.22,48.28
20197,12.03,14.31,16.59,15.14,13.69,15.88,18.08
20199,37.09,36.68,36.26,33.03,29.8,33.88,37.97
20201,44.54,45.05,45.56,39.74,33.91,28.89,23.87
20203,31.55,22.86,14.17,10.54,6.91,8.47,10.03
20205,7.61,21.25,34.89,40.32,45.75,42.62,39.5
20207,16.36,14.93,13.5,13.6,13.69,13.57,13.46
20209,88.22,88.16,88.09,88.35,88.6,88.78,88.96
21001,49.79,46.13,42.47,40.74,39.0,40.03,41.06
21003,18.18,21.3,24.42,19.06,13.69,16.76,19.83
21005,10.25,11.04,11.84,20.82,29.8,32.25,34.69
21007,32.44,25.2,17.96,18.77,19.58,19.71,19.83
21009,30.95,35.61,40.27,40.99,41.71,43.58,45.45
21011,51.51,47.77,44.03,41.52,39.0,32.33,25.65
21013,59.06,58.2,57.34,50.26,43.17,40.57,37.97
21015,92.01,92.47,92.93,92.18,91.44,90.44,89.43
21017,29.29,29.49,29.7,29.75,29.8,24.82,19.83
21019,77.97,77.41,76.85,77.54,78.22,75.54,72.85
21021,35.34,31.43,27.51,29.76,32.0,33.34,34.69
21023,53.87,53.63,53.39,52.1,50.81,48.13,45.45
21025,18.34,12.75,7.16,7.8,8.44,10.95,13.46
21027,29.54,26.88,24.23,20.88,17.54,18.69,19.83
21029,48.01,43.87,39.73,41.45,43.17,42.12,41.06
21031,41.74,28.96,16.17,22.08,27.98,25.92,23.87
21033,57.31,53.98,50.65,50.73,50.81,42.75,34.69
21035,83.16,82.34,81.53,79.88,78.22,77.16,76.1
21037,94.05,93.06,92.07,92.5,92.93,93.74,94.56
21039,4.43,4.2,3.98,6.21,8.44,7.76,7.07
21041,23.5,25.28,27.06,20.38,13.69,13.57,13.46
21043,28.27,35.29,42.31,42.01,41.71,37.17,32.62
21045,6.72,8.4,10.09,17.12,24.16,23.17,22.18
21047,65.52,68.7,71.89,70.9,69.91,69.22,68.52
21049,67.91,66.8,65.68,66.11,66.54,64.02,61.49
21051,23.88,23.2,22.51,18.81,15.12,14.29,13.46
21053,8.85,8.36,7.86,12.7,17.54,19.86,22.18
21055,5.0,2.5,0.0,5.18,10.35,9.5,8.66
21057,10.06,11.48,12.89,16.24,19.58,22.62,25.65
21059,76.89,73.58,70.26,70.82,71.38,72.37,73.36
21061,26.27,26.1,25.92,22.75,19.58,17.72,15.85
21063,7.35,7.45,7.55,13.56,19.58,18.83,18.08
21065,45.34,43.76,42.18,38.04,33.91,43.28,52.64
21067,97.04,96.94,96.85,96.69,96.53,96.58,96.63
21069,7.96,9.47,10.98,14.26,17.54,13.78,10.03
21071,44.48,46.28,48.07,41.94,35.82,43.71,51.59
21073,82.97,83.16,83.35,83.43,83.51,82.26,81.0
21075,17.26,22.34,27.41,31.62,35.82,33.38,30.94
21077,61.99,64.59,67.18,63.24,59.31,60.91,62.51
21079,0.0,0.0,0.0,1.36,2.71,3.56,4.42
21081,17.73,17.44,17.16,20.66,24.16,23.17,22.18
21083,33.14,34.27,35.4,30.6,25.79,34.9,44.02
21085,38.14,40.42,42.69,42.2,41.71,41.39,41.06
21087,11.3,11.27,11.24,14.39,17.54,16.7,15.85
21089,39.35,36.28,33.21,35.23,37.25,37.61,37.97
21091,29.1,30.04,30.98,28.39,25.79,23.98,22.18
21093,71.31,75.45,79.59,78.42,77.24,75.96,74.67
21095,43.11,42.78,42.44,42.8,43.17,39.7,36.22
21097,55.3,44.43,33.56,34.69,35.82,36.02,36.22
21099,21.87,27.19,32.51,34.16,35.82,35.26,34.69
21101,69.79,71.84,73.89,76.06,78.22,79.04,79.85
21103,10.28,13.77,17.26,16.19,15.12,19.5,23.87
21105,5.89,5.38,4.87,3.79,2.71,2.93,3.15
21107,35.02,35.77,36.52,38.44,40.37,36.49,32.62
21109,36.33,33.51,30.69,28.24,25.79,26.39,26.99
21111,92.84,92.54,92.23,92.12,92.01,91.88,91.76
21113,40.31,36.82,33.33,31.56,29.8,33.88,37.97
21115,49.35,54.04,58.74,65.35,71.95,73.8,75.65
21117,90.23,90.12,90.0,89.06,88.12,88.14,88.16
21119,27.57,29.1,30.63,22.88,15.12,14.29,13.46
21121,37.34,37.74,38.14,36.02,33.91,44.56,55.22
21123,27.44,18.11,8.79,9.57,10.35,14.22,18.08
21125,36.23,36.06,35.88,37.44,39.0,36.84,34.69
21127,39.54,34.6,29.67,21.68,13.69,15.88,18.08
21129,32.19,30.11,28.02,28.91,29.8,29.44,29.09
21131,11.46,12.28,13.09,11.72,10.35,8.71,7.07
21133,40.59,39.06,37.54,40.35,43.17,35.08,26.99
21135,12.0,14.86,17.73,22.86,27.98,30.3,32.62
21137,3.57,3.93,4.3,4.09,3.88,4.84,5.79
21139,5.51,7.45,9.39,8.92,8.44,10.95,13.46
21141,26.93,23.52,20.12,22.14,24.16,22.0,19.83
21143,7.42,6.5,5.57,7.0,8.44,8.55,8.66
21145,59.89,64.41,68.93,70.16,71.38,71.7,72.02
21147,27.76,17.14,6.53,4.62,2.71,6.37,10.03
21149,25.88,24.65,23.43,23.8,24.16,39.02,53.88
21151,83.0,82.92,82.84,82.4,81.95,80.9,79.85
21153,19.17,28.26,37.34,38.17,39.0,32.33,25.65
21155,10.67,14.12,17.57,21.68,25.79,24.83,23.87
21157,45.81,39.9,34.0,33.0,32.0,41.32,50.64
21159,29.19,31.4,33.62,29.71,25.79,24.83,23.87
21161,69.31,74.15,78.99,79.87,80.74,79.24,77.75
21163,44.16,47.18,50.21,52.36,54.5,50.66,46.82
21165,2.74,2.58,2.42,2.56,2.71,2.93,3.15
21167,50.94,44.22,37.5,40.34,43.17,42.12,41.06
21169,17.1,21.28,25.47,31.36,37.25,40.64,44.02
21171,34.42,43.22,52.02,42.01,32.0,30.54,29.09
21173,47.72,51.72,55.71,51.86,48.01,49.32,50.64
21175,41.04,40.02,39.0,43.5,48.01,42.12,36.22
21177,35.69,24.48,13.28,9.4,5.51,8.69,11.87
21179,26.49,28.34,30.18,29.08,27.98,30.3,32.62
21181,50.27,40.61,30.95,30.37,29.8,31.21,32.62
21183,23.65,28.27,32.89,28.52,24.16,18.81,13.46
21185,33.59,34.88,36.17,39.67,43.17,38.93,34.69
21187,22.16,20.02,17.89,18.74,19.58,14.81,10.03
21189,12.16,11.04,9.93,13.74,17.54,15.5,13.46
21191,45.02,40.24,35.47,34.69,33.91,36.7,39.5
21193,48.65,50.77,52.88,55.38,57.88,41.76,25.65
21195,49.98,49.61,49.25,49.36,49.47,47.46,45.45
21197,30.31,30.61,30.91,19.67,8.44,19.69,30.94
21199,46.7,42.04,37.38,40.93,44.48,42.77,41.06
21201,55.94,46.34,36.74,24.31,11.88,17.03,22.18
21203,27.38,32.69,38.01,31.9,25.79,21.94,18.08
21205,59.73,60.86,61.99,60.65,59.31,59.9,60.5
21207,46.93,35.66,24.39,23.28,22.16,29.19,36.22
21209,68.51,67.26,66.0,67.96,69.91,68.57,67.22
21211,59.47,55.98,52.5,47.1,41.71,50.55,59.39
21213,58.68,44.35,30.02,31.01,32.0,34.98,37.97
21215,20.63,25.23,29.83,29.82,29.8,32.25,34.69
21217,12.07,17.02,21.97,20.78,19.58,24.34,29.09
21219,4.55,8.02,11.49,13.3,15.12,26.54,37.97
21221,23.21,20.35,17.48,14.68,11.88,17.88,23.87
21223,26.3,31.2,36.1,29.13,22.16,17.02,11.87
21225,7.9,12.26,16.62,14.25,11.88,15.86,19.83
21227,80.77,80.66,80.55,80.64,80.74,83.28,85.81
21229,4.27,4.94,5.6,7.02,8.44,15.31,22.18
21231,8.12,11.16,14.2,16.89,19.58,17.72,15.85
21233,22.0,27.68,33.37,30.67,27.98,23.03,18.08
21235,45.91,42.98,40.05,36.02,32.0,29.49,26.99
21237,9.52,12.44,15.35,12.85,10.35,6.75,3.15
21239,43.71,40.96,38.2,43.84,49.47,51.67,53.88
22001,40.4,40.32,40.24,40.3,40.37,40.72,41.06
22003,5.7,5.4,5.09,3.9,2.71,1.36,0.0
22005,42.44,42.92,43.39,41.2,39.0,41.51,44.02
22007,10.79,8.72,6.65,4.68,2.71,3.56,4.42
22009,23.02,25.64,28.27,26.22,24.16,31.83,39.5
22011,22.03,16.7,11.37,9.14,6.91,10.18,13.46
22013,11.65,13.08,14.52,18.34,22.16,23.9,25.65
22015,80.2,78.22,76.25,76.04,75.84,76.79,77.75
22017,79.97,81.02,82.08,83.51,84.94,84.46,83.99
22019,69.34,69.15,68.96,70.17,71.38,70.4,69.41
22021,5.35,4.17,2.99,3.44,3.88,8.67,13.46
22023,0.0,1.76,3.53,3.12,2.71,4.89,7.07
22025,15.35,13.86,12.38,11.36,10.35,28.58,46.82
22027,10.19,24.0,37.82,39.1,40.37,33.68,26.99
22029,7.32,7.82,8.31,6.91,5.51,4.33,3.15
22031,38.33,37.56,36.8,31.3,25.79,21.94,18.08
22033,95.7,95.92,96.15,96.24,96.34,96.6,96.85
22035,21.65,26.18,30.72,33.98,37.25,38.38,39.5
22037,8.91,9.01,9.11,8.77,8.44,17.71,26.99
22039,51.19,50.58,49.98,48.38,46.77,55.9,65.02
22041,27.09,19.61,12.13,11.24,10.35,9.5,8.66
22043,3.31,3.23,3.15,2.93,2.71,2.93,3.15
22045,57.66,55.41,53.17,54.44,55.71,57.55,59.39
22047,13.94,13.85,13.75,18.95,24.16,18.81,13.46
22049,20.92,22.72,24.51,21.02,17.54,11.66,5.79
22051,94.65,94.66,94.68,94.46,94.24,93.82,93.41
22053,11.17,10.85,10.54,15.06,19.58,16.52,13.46
22055,90.74,90.31,89.88,89.32,88.76,87.65,86.54
22057,44.09,46.16,48.23,46.36,44.48,46.79,49.11
22059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22061,75.45,73.22,71.0,66.22,61.45,64.98,68.52
22063,38.49,42.54,46.58,50.54,54.5,56.94,59.39
22065,51.7,44.46,37.22,42.0,46.77,63.2,79.63
22067,51.96,49.57,47.18,39.59,32.0,38.01,44.02
22069,84.18,84.96,85.74,83.66,81.57,79.66,77.75
22071,95.16,94.99,94.81,94.89,94.97,94.97,94.97
22073,60.74,59.15,57.56,61.16,64.76,66.64,68.52
22075,46.2,44.24,42.28,35.13,27.98,27.48,26.99
22077,15.03,13.72,12.42,12.15,11.88,14.98,18.08
22079,61.0,62.78,64.57,65.56,66.54,61.47,56.4
22081,5.03,6.6,8.18,7.54,6.91,10.18,13.46
22083,16.87,21.3,25.72,22.65,19.58,14.12,8.66
22085,11.91,11.36,10.82,15.2,19.58,19.71,19.83
22087,26.55,26.09,25.63,21.58,17.54,26.88,36.22
22089,35.5,34.48,33.46,35.36,37.25,32.12,26.99
22091,16.33,16.62,16.91,13.63,10.35,27.9,45.45
22093,0.0,5.19,10.38,8.64,6.91,3.45,0.0
22095,30.15,24.0,17.86,18.72,19.58,21.72,23.87
22097,29.58,28.42,27.25,29.62,32.0,27.94,23.87
22099,23.43,21.95,20.47,20.02,19.58,12.0,4.42
22101,38.78,47.95,57.12,55.22,53.33,53.6,53.88
22103,77.24,77.36,77.49,77.11,76.73,78.0,79.28
22105,25.76,24.32,22.89,25.43,27.98,33.74,39.5
22107,12.99,14.01,15.03,11.74,8.44,14.14,19.83
22109,70.42,73.03,75.64,75.74,75.84,74.34,72.85
22111,14.04,17.65,21.27,21.72,22.16,17.02,11.87
22113,39.92,38.24,36.55,33.17,29.8,36.91,44.02
22115,35.59,32.07,28.56,31.24,33.91,34.3,34.69
22117,37.63,41.68,45.72,37.76,29.8,25.99,22.18
22119,24.83,35.82,46.8,54.6,62.4,59.4,56.4
22121,57.88,56.78,55.68,60.22,64.76,62.07,59.39
22123,6.69,5.76,4.84,4.36,3.88,3.52,3.15
22125,21.46,24.88,28.3,42.0,55.71,61.14,66.58
22127,9.33,11.62,13.91,12.9,11.88,8.83,5.79
23001,82.27,82.6,82.94,82.44,81.95,82.08,82.21
23003,63.16,62.67,62.18,65.78,69.37,67.61,65.85
23005,84.97,84.81,84.65,84.48,84.3,84.15,83.99
23007,48.17,48.24,48.3,47.54,46.77,52.64,58.5
23009,40.37,38.66,36.96,37.1,37.25,39.16,41.06
23011,65.23,65.17,65.11,66.65,68.19,69.17,70.15
23013,39.51,46.15,52.79,55.34,57.88,53.5,49.11
23015,28.14,29.62,31.1,32.51,33.91,34.3,34.69
23017,70.9,71.26,71.63,71.14,70.65,68.62,66.58
23019,68.74,68.42,68.1,69.01,69.91,70.03,70.15
23021,31.74,27.51,23.27,21.42,19.58,17.72,15.85
23023,58.87,58.82,58.77,56.64,54.5,47.78,41.06
23025,21.3,24.02,26.74,27.36,27.98,29.46,30.94
23027,35.4,30.16,24.93,21.24,17.54,23.32,29.09
23029,43.2,43.25,43.3,40.28,37.25,35.97,34.69
23031,67.97,67.06,66.16,66.8,67.43,68.42,69.41
24001,74.5,74.1,73.7,72.18,70.65,72.01,73.36
24003,92.77,92.77,92.77,92.64,92.52,92.41,92.3
24005,97.42,97.42,97.42,97.39,97.36,97.02,96.69
24009,64.37,64.39,64.41,63.86,63.32,60.91,58.5
24011,40.27,38.01,35.75,29.96,24.16,28.39,32.62
24013,75.64,76.13,76.63,75.85,75.07,74.87,74.67
24015,70.01,72.84,75.68,75.55,75.42,74.39,73.36
24017,74.69,75.81,76.92,77.08,77.24,75.62,74.0
24019,74.34,75.1,75.87,74.68,73.48,71.0,68.52
24021,89.75,89.67,89.59,89.44,89.3,88.58,87.87
24023,56.96,55.78,54.6,52.7,50.81,52.34,53.88
24025,88.25,88.48,88.7,88.66,88.63,88.4,88.16
24027,96.72,96.75,96.78,96.66,96.53,96.61,96.69
24029,64.92,68.8,72.68,73.88,75.07,72.91,70.75
24031,99.14,99.14,99.14,99.11,99.08,99.06,99.05
24033,98.66,98.63,98.6,98.49,98.38,98.3,98.22
24035,34.57,34.76,34.96,41.49,48.01,51.62,55.22
24037,81.95,80.98,80.01,81.57,83.13,84.76,86.38
24039,82.17,81.04,79.91,83.82,87.74,88.35,88.96
24041,64.88,57.6,50.33,49.9,49.47,49.29,49.11
24043,86.85,86.56,86.28,85.54,84.81,82.9,81.0
24045,90.39,90.98,91.56,91.62,91.69,91.3,90.9
24047,99.71,99.68,99.65,99.57,99.49,99.49,99.49
24510,96.02,96.05,96.08,96.06,96.05,96.13,96.21
25001,65.39,65.88,66.38,64.39,62.4,62.45,62.51
25003,81.03,80.93,80.83,80.96,81.09,80.18,79.28
25005,86.09,85.94,85.8,85.64,85.48,85.53,85.58
25007,18.75,22.02,25.28,21.41,17.54,13.78,10.03
25009,94.94,94.89,94.84,94.64,94.43,94.26,94.08
25011,74.75,75.02,75.29,75.8,76.31,76.81,77.31
25013,91.69,91.5,91.31,90.94,90.58,89.77,88.96
25015,89.81,89.34,88.86,88.57,88.28,87.41,86.54
25017,97.17,97.23,97.29,97.37,97.45,97.44,97.42
25019,7.45,6.9,6.34,6.62,6.91,9.39,11.87
25021,97.36,97.3,97.23,97.16,97.1,97.04,96.98
25023,82.65,82.9,83.16,83.14,83.13,82.67,82.21
25025,99.43,99.43,99.43,99.4,99.36,99.36,99.36
25027,89.72,89.58,89.43,89.72,90.0,89.92,89.85
26001,10.7,10.19,9.68,11.68,13.69,11.86,10.03
26003,36.61,37.1,37.6,41.68,45.75,47.43,49.11
26005,55.01,52.66,50.3,49.16,48.01,47.42,46.82
26007,58.17,58.63,59.09,58.48,57.88,57.14,56.4
26009,37.76,38.73,39.7,37.76,35.82,33.38,30.94
26011,26.07,22.27,18.47,25.24,32.0,38.72,45.45
26013,37.15,35.56,33.97,33.94,33.91,38.96,44.02
26015,40.85,40.84,40.82,39.03,37.25,34.1,30.94
26017,77.59,77.36,77.14,76.28,75.42,75.54,75.65
26019,24.01,23.46,22.92,24.36,25.79,24.83,23.87
26021,78.1,78.8,79.5,78.6,77.71,77.73,77.75
26023,53.07,58.5,63.93,62.05,60.17,60.34,60.5
26025,89.18,89.37,89.56,89.92,90.29,90.66,91.02
26027,40.43,37.44,34.45,32.12,29.8,33.88,37.97
26029,66.51,67.18,67.84,66.3,64.76,63.12,61.49
26031,24.26,31.52,38.78,36.34,33.91,28.89,23.87
26033,73.0,73.76,74.53,73.41,72.3,72.58,72.85
26035,43.46,37.01,30.56,32.24,33.91,34.3,34.69
26037,80.8,81.58,82.36,81.96,81.57,78.61,75.65
26039,20.53,19.85,19.17,20.66,22.16,22.17,22.18
26041,65.01,64.18,63.36,64.54,65.71,68.23,70.75
26043,45.08,52.53,59.98,61.98,63.99,60.68,57.38
26045,91.91,91.76,91.6,91.09,90.58,90.7,90.83
26047,72.08,70.74,69.4,72.41,75.42,76.02,76.61
26049,86.15,86.12,86.09,85.52,84.94,84.66,84.37
26051,43.17,42.37,41.58,40.98,40.37,39.93,39.5
26053,53.01,55.02,57.02,61.36,65.71,64.94,64.16
26055,82.11,80.12,78.13,78.78,79.43,80.04,80.65
26057,69.15,68.8,68.45,68.6,68.74,69.08,69.41
26059,51.86,49.95,48.04,50.03,52.02,56.26,60.5
26061,78.26,79.29,80.32,81.31,82.3,83.34,84.37
26063,50.37,49.35,48.33,44.35,40.37,39.93,39.5
26065,97.2,97.06,96.91,96.58,96.24,96.37,96.5
26067,66.86,66.92,66.99,68.82,70.65,71.01,71.36
26069,55.78,51.38,46.99,48.23,49.47,51.05,52.64
26071,39.67,47.46,55.24,56.56,57.88,57.14,56.4
26073,95.1,94.7,94.3,93.96,93.63,94.24,94.84
26075,81.5,81.39,81.28,81.18,81.09,79.42,77.75
26077,96.05,96.13,96.21,96.04,95.86,95.7,95.54
26079,20.57,22.11,23.65,24.72,25.79,27.44,29.09
26081,92.71,92.48,92.26,92.29,92.33,91.85,91.37
26083,13.79,13.79,13.79,12.07,10.35,7.38,4.42
26085,6.59,7.02,7.45,7.94,8.44,7.76,7.07
26087,47.15,48.04,48.93,48.47,48.01,46.73,45.45
26089,51.8,45.37,38.94,26.32,13.69,11.86,10.03
26091,64.69,61.34,57.98,57.93,57.88,61.86,65.85
26093,66.83,67.72,68.61,68.4,68.19,69.17,70.15
26095,35.15,31.0,26.84,32.04,37.25,34.94,32.62
26097,72.46,73.72,74.98,75.03,75.07,71.8,68.52
26099,83.7,83.65,83.6,83.08,82.55,82.38,82.21
26101,38.71,39.26,39.8,39.4,39.0,36.84,34.69
26103,80.61,80.36,80.1,81.03,81.95,81.48,81.0
26105,69.66,68.1,66.54,64.0,61.45,64.53,67.6
26107,62.37,63.34,64.31,66.25,68.19,65.74,63.3
26109,63.04,62.26,61.48,60.4,59.31,62.94,66.58
26111,78.13,76.46,74.79,76.25,77.71,78.31,78.9
26113,14.58,15.16,15.73,16.63,17.54,17.81,18.08
26115,74.31,73.32,72.33,71.49,70.65,69.12,67.6
26117,49.86,48.38,46.9,46.84,46.77,47.52,48.28
26119,10.63,11.94,13.24,12.56,11.88,10.27,8.66
26121,78.76,78.94,79.11,79.14,79.18,79.04,78.9
26123,36.36,36.57,36.77,32.38,27.98,25.08,22.18
26125,91.02,90.9,90.77,90.38,90.0,90.04,90.07
26127,19.04,20.01,20.98,21.57,22.16,19.0,15.85
26129,40.18,39.51,38.84,39.61,40.37,40.72,41.06
26131,21.27,20.41,19.55,20.86,22.16,21.0,19.83
26133,31.39,30.07,28.75,33.0,37.25,34.1,30.94
26135,21.39,24.02,26.65,25.4,24.16,24.9,25.65
26137,46.45,40.34,34.22,39.35,44.48,48.04,51.59
26139,82.84,82.72,82.59,81.84,81.09,81.04,81.0
26141,32.47,27.48,22.48,22.32,22.16,22.17,22.18
26143,19.99,21.96,23.94,27.97,32.0,29.49,26.99
26145,77.36,77.4,77.43,77.08,76.73,78.0,79.28
26147,66.41,67.64,68.86,67.7,66.54,66.88,67.22
26149,63.74,65.5,67.27,65.63,63.99,67.37,70.75
26151,46.58,45.53,44.48,43.1,41.71,42.86,44.02
26153,36.04,32.26,28.49,33.75,39.0,39.25,39.5
26155,65.04,67.52,70.01,69.38,68.74,66.88,65.02
26157,28.33,28.84,29.35,31.63,33.91,28.89,23.87
26159,61.16,61.22,61.29,60.73,60.17,61.34,62.51
26161,95.89,95.81,95.73,95.68,95.64,95.45,95.26
26163,91.05,91.12,91.18,91.26,91.34,90.91,90.48
26165,51.23,52.37,53.52,53.42,53.33,53.6,53.88
27001,52.88,48.57,44.25,45.0,45.75,44.1,42.46
27003,88.32,88.34,88.35,88.19,88.03,88.1,88.16
27005,75.55,76.58,77.62,76.52,75.42,72.78,70.15
27007,85.51,85.92,86.34,86.44,86.53,87.0,87.46
27009,98.03,97.84,97.64,97.98,98.31,98.4,98.5
27011,81.82,81.23,80.64,80.86,81.09,79.82,78.55
27013,93.95,94.71,95.48,95.49,95.51,95.68,95.86
27015,86.56,85.93,85.29,84.8,84.3,82.08,79.85
27017,76.15,75.04,73.93,73.11,72.3,73.77,75.24
27019,88.95,88.58,88.22,87.54,86.85,85.61,84.37
27021,32.41,32.92,33.43,32.71,32.0,43.61,55.22
27023,87.68,87.65,87.62,88.27,88.92,88.54,88.16
27025,73.67,73.35,73.03,72.67,72.3,71.83,71.36
27027,97.68,97.71,97.74,97.66,97.58,97.71,97.84
27029,72.97,73.18,73.38,73.23,73.07,69.82,66.58
27031,68.26,67.48,66.7,67.06,67.43,64.97,62.51
27033,76.85,76.13,75.42,73.86,72.3,76.08,79.85
27035,77.62,77.86,78.1,77.67,77.24,77.9,78.55
27037,96.69,96.78,96.88,96.7,96.53,96.34,96.15
27039,65.74,69.8,73.86,76.36,78.86,75.44,72.02
27041,88.63,88.52,88.41,88.66,88.92,89.97,91.02
27043,70.14,71.28,72.43,72.96,73.48,70.35,67.22
27045,66.67,65.9,65.14,65.84,66.54,63.52,60.5
27047,87.97,87.94,87.9,87.7,87.49,85.18,82.88
27049,91.09,90.16,89.24,88.76,88.28,88.22,88.16
